Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-naca0008-il-1000000
Airfoil,naca0008-il
Reynolds number,1000000
Ncrit,9
Mach,0
Max Cl/Cd,68.3379
Max Cl/Cd alpha,6.75
Url,http://airfoiltools.com/polar/csv?polar=xf-naca0008-il-1000000

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
0.250,0.0247,0.00392,0.00087,0.0010,0.8212,0.8829
0.500,0.0494,0.00400,0.00089,0.0021,0.7823,0.9085
0.750,0.0738,0.00416,0.00091,0.0031,0.7296,0.9305
1.000,0.0983,0.00443,0.00094,0.0041,0.6563,0.9493
1.250,0.1252,0.00472,0.00099,0.0044,0.5857,0.9636
1.500,0.1551,0.00495,0.00105,0.0041,0.5339,0.9743
1.750,0.1880,0.00519,0.00111,0.0029,0.4833,0.9809
2.000,0.2208,0.00548,0.00120,0.0018,0.4244,0.9867
2.250,0.2567,0.00584,0.00129,-0.0002,0.3520,0.9897
2.500,0.2913,0.00619,0.00141,-0.0019,0.2893,0.9934
2.750,0.3264,0.00657,0.00154,-0.0037,0.2253,0.9959
3.000,0.3616,0.00696,0.00169,-0.0056,0.1636,0.9982
3.250,0.3954,0.00740,0.00188,-0.0072,0.1049,1.0000
3.500,0.4193,0.00780,0.00208,-0.0065,0.0606,1.0000
3.750,0.4436,0.00808,0.00228,-0.0058,0.0467,1.0000
4.000,0.4681,0.00830,0.00251,-0.0051,0.0422,1.0000
4.250,0.4927,0.00850,0.00273,-0.0045,0.0397,1.0000
4.500,0.5173,0.00874,0.00298,-0.0038,0.0373,1.0000
4.750,0.5417,0.00905,0.00331,-0.0031,0.0349,1.0000
5.000,0.5655,0.00953,0.00386,-0.0023,0.0327,1.0000
5.250,0.5909,0.00964,0.00398,-0.0018,0.0321,1.0000
5.500,0.6162,0.00980,0.00416,-0.0013,0.0309,1.0000
5.750,0.6417,0.00997,0.00434,-0.0008,0.0288,1.0000
6.000,0.6671,0.01019,0.00454,-0.0004,0.0261,1.0000
6.250,0.6915,0.01067,0.00507,0.0002,0.0228,1.0000
6.500,0.7181,0.01071,0.00512,0.0005,0.0209,1.0000
6.750,0.7442,0.01089,0.00525,0.0008,0.0176,1.0000
7.000,0.7687,0.01148,0.00588,0.0014,0.0146,1.0000
7.250,0.7944,0.01178,0.00621,0.0017,0.0133,1.0000
7.500,0.8198,0.01215,0.00658,0.0021,0.0120,1.0000
7.750,0.8430,0.01300,0.00753,0.0028,0.0104,1.0000
8.000,0.8664,0.01380,0.00846,0.0035,0.0098,1.0000
8.250,0.8914,0.01426,0.00898,0.0039,0.0093,1.0000
8.500,0.9160,0.01477,0.00954,0.0043,0.0087,1.0000
8.750,0.9403,0.01534,0.01017,0.0048,0.0081,1.0000
9.000,0.9638,0.01603,0.01093,0.0053,0.0077,1.0000
9.250,0.9839,0.01740,0.01245,0.0063,0.0072,1.0000
9.500,1.0010,0.01935,0.01467,0.0075,0.0068,1.0000
9.750,1.0232,0.02023,0.01567,0.0082,0.0066,1.0000
10.000,1.0439,0.02132,0.01695,0.0089,0.0065,1.0000
10.250,1.0634,0.02259,0.01839,0.0098,0.0063,1.0000
10.500,1.0815,0.02402,0.01999,0.0107,0.0061,1.0000
10.750,1.0982,0.02556,0.02173,0.0117,0.0059,1.0000
11.000,1.1135,0.02721,0.02356,0.0127,0.0057,1.0000
11.250,1.1283,0.02877,0.02529,0.0137,0.0055,1.0000
11.500,1.1427,0.03020,0.02686,0.0146,0.0053,1.0000
11.750,1.1557,0.03167,0.02844,0.0156,0.0052,1.0000
12.000,1.1635,0.03362,0.03055,0.0167,0.0051,1.0000
12.250,1.1620,0.03627,0.03339,0.0184,0.0049,1.0000
12.500,1.1476,0.03960,0.03694,0.0204,0.0049,1.0000
