Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-naca23015-il-200000
Airfoil,naca23015-il
Reynolds number,200000
Ncrit,9
Mach,0
Max Cl/Cd,48.3786
Max Cl/Cd alpha,9.5
Url,http://airfoiltools.com/polar/csv?polar=xf-naca23015-il-200000

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-13.250,-0.7990,0.07899,0.07467,-0.0453,0.9999,0.0567
-13.000,-0.8153,0.07362,0.06921,-0.0469,0.9999,0.0565
-12.750,-0.8369,0.06855,0.06400,-0.0478,0.9999,0.0562
-12.500,-0.8612,0.06401,0.05930,-0.0474,0.9999,0.0560
-12.250,-0.8871,0.06013,0.05523,-0.0453,0.9999,0.0558
-12.000,-0.9120,0.05671,0.05157,-0.0417,0.9999,0.0557
-11.750,-0.9322,0.05293,0.04747,-0.0383,0.9999,0.0558
-11.500,-0.9484,0.04925,0.04334,-0.0348,0.9999,0.0563
-11.250,-0.9593,0.04594,0.03948,-0.0312,0.9999,0.0571
-11.000,-0.9305,0.04467,0.03854,-0.0319,0.9999,0.0587
-10.750,-0.9169,0.04314,0.03693,-0.0306,0.9999,0.0601
-10.500,-0.9086,0.04078,0.03429,-0.0286,0.9999,0.0614
-10.250,-0.8998,0.03838,0.03150,-0.0264,0.9999,0.0628
-10.000,-0.8911,0.03674,0.02931,-0.0239,0.9999,0.0643
-9.750,-0.8710,0.03421,0.02683,-0.0234,0.9999,0.0659
-9.500,-0.8493,0.03304,0.02568,-0.0227,0.9999,0.0676
-9.250,-0.8299,0.03173,0.02421,-0.0216,0.9999,0.0694
-9.000,-0.8110,0.03045,0.02267,-0.0202,0.9999,0.0714
-8.750,-0.7922,0.02932,0.02123,-0.0186,0.9999,0.0729
-8.500,-0.7699,0.02750,0.01948,-0.0180,0.9999,0.0748
-8.250,-0.7482,0.02658,0.01857,-0.0171,0.9999,0.0768
-8.000,-0.7271,0.02567,0.01759,-0.0159,0.9999,0.0787
-7.750,-0.7066,0.02485,0.01663,-0.0145,0.9999,0.0806
-7.500,-0.6866,0.02424,0.01586,-0.0130,0.9999,0.0822
-7.250,-0.6658,0.02284,0.01457,-0.0120,0.9999,0.0842
-7.000,-0.6461,0.02211,0.01388,-0.0106,0.9999,0.0860
-6.750,-0.6272,0.02153,0.01329,-0.0090,0.9999,0.0882
-6.500,-0.6089,0.02102,0.01275,-0.0074,0.9999,0.0904
-6.250,-0.5911,0.02062,0.01229,-0.0056,0.9999,0.0922
-6.000,-0.5741,0.01983,0.01157,-0.0039,0.9999,0.0943
-5.750,-0.5578,0.01935,0.01117,-0.0022,0.9999,0.0968
-5.500,-0.5414,0.01903,0.01089,-0.0005,0.9999,0.0996
-5.250,-0.5248,0.01878,0.01064,0.0012,0.9999,0.1024
-5.000,-0.4929,0.01814,0.01004,0.0002,0.9969,0.1062
-4.750,-0.4524,0.01749,0.00947,-0.0024,0.9927,0.1126
-4.500,-0.4131,0.01681,0.00883,-0.0046,0.9866,0.1203
-4.250,-0.3713,0.01616,0.00826,-0.0073,0.9821,0.1333
-4.000,-0.3349,0.01507,0.00753,-0.0092,0.9748,0.1821
-3.750,-0.3034,0.01310,0.00705,-0.0108,0.9702,0.4880
-3.500,-0.2657,0.01261,0.00686,-0.0124,0.9626,0.5657
-3.250,-0.2261,0.01225,0.00667,-0.0141,0.9559,0.6180
-3.000,-0.1924,0.01199,0.00654,-0.0147,0.9447,0.6577
-2.750,-0.1591,0.01177,0.00641,-0.0150,0.9337,0.6927
-2.500,-0.1294,0.01160,0.00634,-0.0145,0.9206,0.7272
-2.250,-0.1047,0.01148,0.00631,-0.0129,0.9028,0.7583
-2.000,-0.0811,0.01139,0.00622,-0.0110,0.8831,0.7855
-1.750,-0.0586,0.01133,0.00618,-0.0089,0.8630,0.8091
-1.500,-0.0362,0.01133,0.00617,-0.0068,0.8434,0.8328
-1.250,-0.0138,0.01137,0.00618,-0.0048,0.8235,0.8563
-1.000,0.0087,0.01143,0.00619,-0.0028,0.8031,0.8784
-0.750,0.0326,0.01151,0.00621,-0.0011,0.7821,0.8970
-0.500,0.0593,0.01161,0.00622,0.0000,0.7607,0.9122
-0.250,0.0881,0.01173,0.00623,0.0005,0.7385,0.9262
0.000,0.1187,0.01187,0.00624,0.0006,0.7157,0.9397
0.250,0.1547,0.01208,0.00631,-0.0004,0.6923,0.9496
0.500,0.1929,0.01230,0.00640,-0.0020,0.6664,0.9580
0.750,0.2336,0.01255,0.00650,-0.0042,0.6393,0.9651
1.000,0.2749,0.01280,0.00659,-0.0065,0.6119,0.9714
1.250,0.3166,0.01306,0.00669,-0.0090,0.5837,0.9774
1.500,0.3571,0.01332,0.00679,-0.0113,0.5555,0.9838
1.750,0.3985,0.01357,0.00688,-0.0140,0.5258,0.9896
2.000,0.4395,0.01384,0.00699,-0.0165,0.4966,0.9951
2.250,0.4802,0.01411,0.00709,-0.0191,0.4683,1.0001
2.500,0.5005,0.01412,0.00695,-0.0182,0.4462,1.0001
2.750,0.5209,0.01414,0.00686,-0.0173,0.4244,1.0001
3.000,0.5410,0.01422,0.00681,-0.0162,0.4042,1.0001
3.250,0.5608,0.01434,0.00681,-0.0151,0.3863,1.0001
3.500,0.5807,0.01452,0.00686,-0.0139,0.3709,1.0001
3.750,0.6006,0.01470,0.00694,-0.0127,0.3570,1.0001
4.000,0.6209,0.01488,0.00707,-0.0115,0.3443,1.0001
4.250,0.6411,0.01514,0.00722,-0.0104,0.3336,1.0001
4.500,0.6619,0.01536,0.00739,-0.0092,0.3236,1.0001
4.750,0.6831,0.01567,0.00762,-0.0082,0.3153,1.0001
5.000,0.7047,0.01592,0.00785,-0.0072,0.3072,1.0001
5.250,0.7266,0.01631,0.00813,-0.0062,0.3001,1.0001
5.500,0.7490,0.01656,0.00842,-0.0053,0.2928,1.0001
5.750,0.7716,0.01691,0.00870,-0.0045,0.2866,1.0001
