Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-naca23015-il-100000
Airfoil,naca23015-il
Reynolds number,100000
Ncrit,9
Mach,0
Max Cl/Cd,33.6783
Max Cl/Cd alpha,6.75
Url,http://airfoiltools.com/polar/csv?polar=xf-naca23015-il-100000

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-11.000,-0.5113,0.11291,0.10765,-0.0076,0.9999,0.2035
-10.750,-0.5422,0.10760,0.10244,-0.0120,0.9999,0.2145
-10.500,-0.8014,0.06702,0.06100,-0.0354,0.9999,0.1166
-10.000,-0.8398,0.05529,0.04808,-0.0298,0.9999,0.1041
-9.750,-0.8348,0.05183,0.04427,-0.0279,0.9999,0.1042
-9.500,-0.8268,0.04842,0.04053,-0.0262,0.9999,0.1044
-9.250,-0.8148,0.04487,0.03671,-0.0247,0.9999,0.1048
-9.000,-0.7957,0.04199,0.03388,-0.0241,0.9999,0.1069
-8.750,-0.7781,0.03989,0.03166,-0.0230,0.9999,0.1089
-8.500,-0.7613,0.03774,0.02925,-0.0215,0.9999,0.1102
-8.250,-0.7436,0.03585,0.02711,-0.0201,0.9999,0.1122
-8.000,-0.7252,0.03416,0.02512,-0.0186,0.9999,0.1143
-7.750,-0.7060,0.03261,0.02327,-0.0170,0.9999,0.1160
-7.500,-0.6865,0.03113,0.02153,-0.0155,0.9999,0.1179
-7.250,-0.6653,0.02939,0.01985,-0.0146,0.9999,0.1208
-7.000,-0.6443,0.02820,0.01862,-0.0133,0.9999,0.1235
-6.750,-0.6233,0.02715,0.01751,-0.0120,0.9999,0.1265
-6.500,-0.6028,0.02628,0.01653,-0.0106,0.9999,0.1299
-6.250,-0.5822,0.02526,0.01546,-0.0092,0.9999,0.1329
-6.000,-0.5620,0.02424,0.01459,-0.0079,0.9999,0.1366
-5.750,-0.5428,0.02354,0.01394,-0.0064,0.9999,0.1415
-5.500,-0.5240,0.02301,0.01336,-0.0048,0.9999,0.1464
-5.250,-0.5064,0.02217,0.01271,-0.0032,0.9999,0.1517
-5.000,-0.4896,0.02164,0.01227,-0.0015,0.9999,0.1589
-4.750,-0.4735,0.02107,0.01181,0.0002,0.9999,0.1677
-4.500,-0.4573,0.02059,0.01142,0.0019,0.9999,0.1805
-4.250,-0.4413,0.01989,0.01100,0.0034,0.9999,0.2048
-4.000,-0.4296,0.01808,0.01076,0.0052,0.9999,0.4407
-3.750,-0.4166,0.01785,0.01119,0.0081,0.9999,0.5861
-3.500,-0.4010,0.01807,0.01161,0.0103,0.9999,0.6459
-3.250,-0.3853,0.01838,0.01205,0.0124,0.9999,0.6912
-3.000,-0.3534,0.01866,0.01246,0.0122,0.9945,0.7376
-2.750,-0.3095,0.01886,0.01271,0.0103,0.9840,0.7828
-2.500,-0.2678,0.01910,0.01298,0.0091,0.9725,0.8236
-2.250,-0.2265,0.01947,0.01335,0.0085,0.9608,0.8600
-2.000,-0.1732,0.02002,0.01387,0.0062,0.9518,0.8898
-1.750,-0.1093,0.02042,0.01419,0.0014,0.9420,0.9115
-1.500,-0.0411,0.02042,0.01408,-0.0050,0.9315,0.9244
-1.250,0.0306,0.02012,0.01367,-0.0118,0.9200,0.9350
-1.000,0.0947,0.01985,0.01332,-0.0172,0.9015,0.9431
-0.750,0.1439,0.01961,0.01301,-0.0202,0.8801,0.9554
-0.500,0.1916,0.01944,0.01276,-0.0230,0.8551,0.9665
-0.250,0.2381,0.01922,0.01244,-0.0256,0.8291,0.9770
0.000,0.2829,0.01902,0.01212,-0.0281,0.8012,0.9877
0.250,0.3279,0.01882,0.01179,-0.0307,0.7712,0.9978
0.500,0.3508,0.01854,0.01136,-0.0302,0.7431,1.0001
0.750,0.3678,0.01823,0.01091,-0.0285,0.7162,1.0001
1.000,0.3855,0.01799,0.01049,-0.0270,0.6905,1.0001
1.250,0.4039,0.01781,0.01018,-0.0256,0.6625,1.0001
1.500,0.4228,0.01768,0.00986,-0.0241,0.6367,1.0001
1.750,0.4420,0.01762,0.00965,-0.0228,0.6094,1.0001
2.000,0.4611,0.01762,0.00948,-0.0214,0.5832,1.0001
2.250,0.4803,0.01769,0.00933,-0.0199,0.5590,1.0001
2.500,0.4996,0.01782,0.00934,-0.0186,0.5331,1.0001
2.750,0.5189,0.01799,0.00935,-0.0172,0.5095,1.0001
3.000,0.5384,0.01822,0.00940,-0.0158,0.4879,1.0001
3.250,0.5583,0.01849,0.00952,-0.0145,0.4682,1.0001
3.500,0.5784,0.01881,0.00971,-0.0133,0.4502,1.0001
