Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-n0012-il-200000
Airfoil,n0012-il
Reynolds number,200000
Ncrit,9
Mach,0
Max Cl/Cd,47.4349
Max Cl/Cd alpha,5
Url,http://airfoiltools.com/polar/csv?polar=xf-n0012-il-200000

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-14.000,-0.9628,0.07963,0.07518,-0.0278,1.0000,0.0399
-13.750,-0.9895,0.07225,0.06762,-0.0322,1.0000,0.0398
-13.500,-1.0148,0.06593,0.06110,-0.0354,1.0000,0.0397
-13.250,-1.0382,0.06063,0.05557,-0.0371,1.0000,0.0396
-13.000,-1.0594,0.05622,0.05090,-0.0373,1.0000,0.0396
-12.750,-1.0784,0.05255,0.04697,-0.0361,1.0000,0.0397
-12.500,-1.0955,0.04958,0.04371,-0.0335,1.0000,0.0399
-12.000,-1.1063,0.04365,0.03734,-0.0286,1.0000,0.0410
-11.750,-1.0964,0.04195,0.03559,-0.0273,1.0000,0.0420
-11.500,-1.0857,0.04034,0.03389,-0.0259,1.0000,0.0430
-11.250,-1.0770,0.03842,0.03176,-0.0241,1.0000,0.0441
-11.000,-1.0679,0.03635,0.02942,-0.0222,1.0000,0.0451
-10.750,-1.0569,0.03444,0.02717,-0.0203,1.0000,0.0462
-10.500,-1.0443,0.03262,0.02503,-0.0186,1.0000,0.0474
-10.250,-1.0249,0.03076,0.02323,-0.0180,1.0000,0.0492
-10.000,-1.0066,0.02966,0.02206,-0.0169,1.0000,0.0511
-9.750,-0.9881,0.02844,0.02068,-0.0156,1.0000,0.0532
-9.500,-0.9692,0.02734,0.01932,-0.0143,1.0000,0.0550
-9.250,-0.9491,0.02559,0.01762,-0.0135,1.0000,0.0576
-9.000,-0.9290,0.02473,0.01674,-0.0124,1.0000,0.0604
-8.750,-0.9087,0.02387,0.01574,-0.0112,1.0000,0.0635
-8.500,-0.8890,0.02252,0.01438,-0.0101,1.0000,0.0667
-8.250,-0.8689,0.02174,0.01362,-0.0089,1.0000,0.0707
-8.000,-0.8481,0.02113,0.01286,-0.0077,1.0000,0.0749
-7.750,-0.8300,0.01996,0.01181,-0.0062,1.0000,0.0799
-7.500,-0.8096,0.01936,0.01114,-0.0049,1.0000,0.0858
-7.250,-0.7919,0.01844,0.01031,-0.0033,1.0000,0.0925
-7.000,-0.7726,0.01776,0.00961,-0.0018,1.0000,0.1005
-6.750,-0.7535,0.01712,0.00900,-0.0003,1.0000,0.1104
-6.500,-0.7351,0.01641,0.00837,0.0013,1.0000,0.1222
-6.250,-0.7162,0.01577,0.00781,0.0028,1.0000,0.1373
-6.000,-0.6971,0.01517,0.00729,0.0043,1.0000,0.1563
-5.750,-0.6785,0.01455,0.00683,0.0058,1.0000,0.1796
-5.500,-0.6592,0.01400,0.00643,0.0073,1.0000,0.2077
-5.250,-0.6396,0.01350,0.00609,0.0086,1.0000,0.2398
-5.000,-0.6195,0.01306,0.00580,0.0099,1.0000,0.2743
-4.750,-0.5990,0.01268,0.00556,0.0111,1.0000,0.3101
-4.500,-0.5783,0.01234,0.00537,0.0123,1.0000,0.3456
-4.250,-0.5572,0.01203,0.00521,0.0134,1.0000,0.3809
-4.000,-0.5358,0.01176,0.00508,0.0145,1.0000,0.4160
-3.750,-0.5139,0.01154,0.00498,0.0155,1.0000,0.4509
-3.500,-0.4915,0.01134,0.00492,0.0164,1.0000,0.4856
-3.250,-0.4689,0.01118,0.00489,0.0172,1.0000,0.5202
-3.000,-0.4463,0.01104,0.00489,0.0180,1.0000,0.5545
-2.750,-0.4236,0.01094,0.00493,0.0188,1.0000,0.5885
-2.500,-0.3942,0.01086,0.00497,0.0183,0.9979,0.6248
-2.250,-0.3513,0.01075,0.00504,0.0152,0.9915,0.6638
-2.000,-0.3085,0.01066,0.00509,0.0122,0.9843,0.7011
-1.750,-0.2684,0.01056,0.00512,0.0100,0.9755,0.7357
-1.500,-0.2255,0.01048,0.00517,0.0072,0.9686,0.7684
-1.250,-0.1861,0.01040,0.00519,0.0054,0.9593,0.7978
-1.000,-0.1454,0.01034,0.00519,0.0033,0.9509,0.8255
-0.750,-0.1048,0.01028,0.00521,0.0015,0.9424,0.8482
-0.500,-0.0700,0.01025,0.00522,0.0009,0.9304,0.8696
-0.250,-0.0350,0.01022,0.00521,0.0004,0.9182,0.8886
0.000,0.0000,0.01020,0.00520,0.0000,0.9046,0.9047
0.250,0.0350,0.01022,0.00521,-0.0004,0.8886,0.9182
0.500,0.0700,0.01025,0.00522,-0.0009,0.8696,0.9304
0.750,0.1048,0.01028,0.00521,-0.0015,0.8482,0.9424
1.000,0.1454,0.01034,0.00519,-0.0033,0.8255,0.9510
1.250,0.1861,0.01040,0.00518,-0.0054,0.7978,0.9593
