Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-naca23024-il-500000
Airfoil,naca23024-il
Reynolds number,500000
Ncrit,9
Mach,0
Max Cl/Cd,44.5291
Max Cl/Cd alpha,9
Url,http://airfoiltools.com/polar/csv?polar=xf-naca23024-il-500000

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-19.750,-1.0645,0.07953,0.07408,-0.0660,1.0000,0.0831
-19.500,-1.0667,0.07672,0.07124,-0.0662,1.0000,0.0846
-19.250,-1.0701,0.07379,0.06831,-0.0664,1.0000,0.0861
-19.000,-1.0729,0.07091,0.06540,-0.0666,1.0000,0.0878
-18.750,-1.0728,0.06837,0.06281,-0.0666,1.0000,0.0896
-18.500,-1.0731,0.06586,0.06023,-0.0666,1.0000,0.0913
-18.250,-1.0798,0.06276,0.05713,-0.0665,1.0000,0.0932
-18.000,-1.0826,0.06009,0.05444,-0.0663,1.0000,0.0951
-17.750,-1.0838,0.05760,0.05191,-0.0659,1.0000,0.0973
-17.500,-1.0833,0.05537,0.04962,-0.0655,1.0000,0.0994
-17.250,-1.0902,0.05250,0.04675,-0.0649,1.0000,0.1017
-17.000,-1.0930,0.05006,0.04428,-0.0642,1.0000,0.1042
-16.750,-1.0910,0.04813,0.04229,-0.0634,1.0000,0.1068
-16.500,-1.0957,0.04567,0.03982,-0.0624,1.0000,0.1095
-16.250,-1.0992,0.04340,0.03754,-0.0613,1.0000,0.1125
-16.000,-1.0979,0.04163,0.03573,-0.0601,1.0000,0.1157
-15.750,-1.1014,0.03956,0.03364,-0.0586,1.0000,0.1185
-15.500,-1.1042,0.03763,0.03171,-0.0569,1.0000,0.1221
-15.250,-1.1027,0.03613,0.03018,-0.0551,1.0000,0.1259
-15.000,-1.1075,0.03430,0.02836,-0.0529,1.0000,0.1297
-14.750,-1.1092,0.03282,0.02687,-0.0506,1.0000,0.1337
-14.500,-1.1111,0.03146,0.02549,-0.0480,1.0000,0.1381
-14.250,-1.1162,0.03007,0.02411,-0.0450,1.0000,0.1422
-14.000,-1.1180,0.02902,0.02305,-0.0420,1.0000,0.1468
-13.750,-1.1252,0.02781,0.02184,-0.0383,1.0000,0.1513
-13.500,-1.0994,0.02674,0.02077,-0.0400,0.9977,0.1589
-13.250,-1.0776,0.02547,0.01954,-0.0413,0.9947,0.1666
-13.000,-1.0521,0.02452,0.01861,-0.0428,0.9921,0.1748
-12.750,-1.0289,0.02354,0.01764,-0.0436,0.9887,0.1831
-12.500,-1.0063,0.02254,0.01668,-0.0443,0.9849,0.1907
-12.250,-0.9776,0.02183,0.01596,-0.0456,0.9820,0.1988
-12.000,-0.9503,0.02097,0.01515,-0.0470,0.9796,0.2078
-11.750,-0.9223,0.02028,0.01447,-0.0481,0.9768,0.2156
-11.500,-0.9026,0.01950,0.01372,-0.0476,0.9706,0.2235
-11.250,-0.8729,0.01889,0.01310,-0.0488,0.9673,0.2308
-11.000,-0.8428,0.01822,0.01248,-0.0501,0.9649,0.2396
-10.750,-0.8214,0.01767,0.01191,-0.0494,0.9581,0.2461
-10.500,-0.7955,0.01702,0.01131,-0.0497,0.9533,0.2542
-10.250,-0.7623,0.01653,0.01080,-0.0511,0.9505,0.2616
