Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-naca0021-il-200000
Airfoil,naca0021-il
Reynolds number,200000
Ncrit,9
Mach,0
Max Cl/Cd,47.9937
Max Cl/Cd alpha,8.75
Url,http://airfoiltools.com/polar/csv?polar=xf-naca0021-il-200000

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-19.500,-1.1826,0.09047,0.08413,-0.0463,1.0000,0.0897
-19.250,-1.2047,0.08434,0.07776,-0.0489,1.0000,0.0910
-19.000,-1.2278,0.07832,0.07145,-0.0514,1.0000,0.0922
-18.750,-1.2032,0.07853,0.07184,-0.0504,1.0000,0.0941
-18.500,-1.1961,0.07650,0.06982,-0.0509,1.0000,0.0958
-18.250,-1.1992,0.07318,0.06640,-0.0518,1.0000,0.0975
-18.000,-1.2090,0.06910,0.06214,-0.0531,1.0000,0.0993
-17.750,-1.2212,0.06488,0.05769,-0.0542,1.0000,0.1009
-17.500,-1.2022,0.06431,0.05727,-0.0537,1.0000,0.1031
-17.250,-1.1971,0.06218,0.05513,-0.0539,1.0000,0.1052
-17.000,-1.1989,0.05930,0.05214,-0.0544,1.0000,0.1074
-16.750,-1.2067,0.05590,0.04852,-0.0549,1.0000,0.1094
-16.500,-1.1937,0.05462,0.04733,-0.0545,1.0000,0.1119
-16.250,-1.1864,0.05287,0.04559,-0.0544,1.0000,0.1142
-16.000,-1.1842,0.05064,0.04328,-0.0543,1.0000,0.1168
-15.750,-1.1871,0.04802,0.04047,-0.0542,1.0000,0.1192
-15.500,-1.1747,0.04673,0.03926,-0.0537,1.0000,0.1220
-15.250,-1.1677,0.04512,0.03766,-0.0533,1.0000,0.1248
-15.000,-1.1645,0.04322,0.03567,-0.0528,1.0000,0.1278
-14.750,-1.1623,0.04128,0.03358,-0.0521,1.0000,0.1308
-14.500,-1.1497,0.04012,0.03253,-0.0515,1.0000,0.1340
-14.250,-1.1433,0.03864,0.03102,-0.0507,1.0000,0.1373
-14.000,-1.1397,0.03701,0.02926,-0.0497,1.0000,0.1408
-13.750,-1.1282,0.03582,0.02813,-0.0488,1.0000,0.1443
-13.500,-1.1203,0.03459,0.02690,-0.0477,1.0000,0.1480
-13.250,-1.1145,0.03330,0.02552,-0.0464,1.0000,0.1520
-13.000,-1.1045,0.03217,0.02440,-0.0451,1.0000,0.1560
-12.750,-1.0959,0.03114,0.02341,-0.0436,1.0000,0.1600
-12.500,-1.0895,0.03011,0.02230,-0.0418,1.0000,0.1645
-12.250,-1.0801,0.02915,0.02135,-0.0401,1.0000,0.1690
-12.000,-1.0725,0.02831,0.02055,-0.0380,1.0000,0.1734
-11.750,-1.0675,0.02752,0.01969,-0.0354,1.0000,0.1783
-11.500,-1.0603,0.02674,0.01895,-0.0329,1.0000,0.1830
-11.250,-1.0561,0.02610,0.01835,-0.0298,1.0000,0.1876
-11.000,-1.0548,0.02555,0.01774,-0.0261,1.0000,0.1926
-10.750,-1.0521,0.02497,0.01719,-0.0224,1.0000,0.1974
-10.500,-1.0534,0.02452,0.01680,-0.0179,1.0000,0.2019
-10.250,-1.0585,0.02419,0.01642,-0.0126,1.0000,0.2066
-10.000,-1.0652,0.02387,0.01607,-0.0069,1.0000,0.2110
-9.750,-1.0728,0.02355,0.01583,-0.0011,1.0000,0.2152
-9.500,-1.0784,0.02330,0.01558,0.0045,1.0000,0.2200
-9.250,-1.0798,0.02308,0.01526,0.0093,1.0000,0.2254
-9.000,-1.0772,0.02265,0.01495,0.0132,1.0000,0.2309
-8.750,-1.0743,0.02239,0.01469,0.0172,1.0000,0.2371
-8.500,-1.0406,0.02193,0.01426,0.0153,0.9958,0.2467
-8.250,-1.0014,0.02161,0.01391,0.0124,0.9914,0.2577
-8.000,-0.9676,0.02111,0.01352,0.0106,0.9852,0.2676
-7.750,-0.9285,0.02075,0.01314,0.0078,0.9800,0.2791
-7.500,-0.8926,0.02036,0.01282,0.0057,0.9742,0.2901
