Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-naca0021-il-50000
Airfoil,naca0021-il
Reynolds number,50000
Ncrit,9
Mach,0
Max Cl/Cd,19.1402
Max Cl/Cd alpha,5
Url,http://airfoiltools.com/polar/csv?polar=xf-naca0021-il-50000

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-10.500,-0.3112,0.12560,0.11631,-0.0086,1.0000,0.4567
-10.250,-0.2843,0.12215,0.11285,-0.0091,1.0000,0.4677
-10.000,-0.3247,0.12282,0.11357,-0.0069,1.0000,0.4753
-9.750,-0.2690,0.11676,0.10748,-0.0091,1.0000,0.4852
-9.500,-0.2967,0.11674,0.10749,-0.0069,1.0000,0.4959
-9.250,-0.2590,0.11173,0.10247,-0.0085,1.0000,0.5031
-9.000,-0.2672,0.11069,0.10145,-0.0071,1.0000,0.5161
-8.750,-0.3659,0.09402,0.08467,-0.0151,1.0000,0.4012
-8.500,-0.3767,0.09022,0.08089,-0.0147,1.0000,0.4051
-8.250,-0.4033,0.08534,0.07605,-0.0140,1.0000,0.4082
-8.000,-0.4715,0.07745,0.06824,-0.0124,1.0000,0.4117
-7.750,-0.4041,0.08041,0.07119,-0.0111,1.0000,0.4230
-7.500,-0.4468,0.07517,0.06603,-0.0087,1.0000,0.4287
-7.250,-0.6906,0.05799,0.04907,0.0058,1.0000,0.4299
-7.000,-0.8363,0.04920,0.04010,0.0218,1.0000,0.4330
-6.750,-0.7209,0.05447,0.04562,0.0155,1.0000,0.4459
-6.500,-0.8240,0.04776,0.03872,0.0279,1.0000,0.4524
-6.250,-0.7822,0.04914,0.04024,0.0279,1.0000,0.4625
-6.000,-0.8189,0.04596,0.03692,0.0346,1.0000,0.4728
-5.750,-0.7958,0.04632,0.03739,0.0361,1.0000,0.4828
-5.500,-0.8154,0.04402,0.03493,0.0410,1.0000,0.4947
-5.250,-0.7909,0.04456,0.03561,0.0424,1.0000,0.5048
-5.000,-0.8085,0.04222,0.03308,0.0468,1.0000,0.5182
-4.750,-0.7788,0.04326,0.03431,0.0478,1.0000,0.5282
-4.500,-0.7837,0.04171,0.03266,0.0511,1.0000,0.5417
-4.250,-0.7645,0.04213,0.03318,0.0527,1.0000,0.5532
-4.000,-0.7592,0.04136,0.03238,0.0552,1.0000,0.5662
