Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-naca2408-il-100000
Airfoil,naca2408-il
Reynolds number,100000
Ncrit,9
Mach,0
Max Cl/Cd,52.5561
Max Cl/Cd alpha,5
Url,http://airfoiltools.com/polar/csv?polar=xf-naca2408-il-100000

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-9.250,-0.5135,0.10721,0.10220,-0.0076,1.0000,0.0961
-9.000,-0.5237,0.10425,0.09932,-0.0131,1.0000,0.0997
-8.750,-0.5419,0.10124,0.09645,-0.0214,1.0000,0.1006
-8.500,-0.5137,0.09567,0.09081,-0.0139,1.0000,0.1041
-8.250,-0.5070,0.09235,0.08748,-0.0140,1.0000,0.1084
-8.000,-0.5151,0.08887,0.08410,-0.0185,1.0000,0.1130
-7.750,-0.5300,0.08310,0.07837,-0.0323,1.0000,0.1155
-7.500,-0.5067,0.08095,0.07625,-0.0211,1.0000,0.1215
-7.250,-0.5148,0.07577,0.07098,-0.0341,1.0000,0.1289
-7.000,-0.5012,0.07229,0.06763,-0.0282,1.0000,0.1336
-6.500,-0.4890,0.06430,0.05958,-0.0321,1.0000,0.1481
-6.250,-0.4842,0.06007,0.05519,-0.0357,1.0000,0.1599
-6.000,-0.4711,0.04447,0.03810,-0.0437,1.0000,0.0866
-5.750,-0.4562,0.03954,0.03328,-0.0430,1.0000,0.0827
-5.500,-0.4397,0.03517,0.02840,-0.0425,1.0000,0.0820
-5.250,-0.4206,0.03115,0.02381,-0.0417,1.0000,0.0812
-5.000,-0.3992,0.02798,0.02005,-0.0407,1.0000,0.0827
-4.750,-0.3764,0.02567,0.01707,-0.0397,1.0000,0.0876
-4.500,-0.3536,0.02356,0.01484,-0.0390,1.0000,0.0918
-4.250,-0.3298,0.02244,0.01333,-0.0381,1.0000,0.0999
-4.000,-0.3054,0.02070,0.01149,-0.0375,1.0000,0.1049
-3.750,-0.2809,0.01972,0.01034,-0.0367,1.0000,0.1127
-3.500,-0.2563,0.01860,0.00922,-0.0362,1.0000,0.1212
-3.250,-0.2308,0.01762,0.00814,-0.0355,1.0000,0.1304
-3.000,-0.2059,0.01665,0.00727,-0.0350,1.0000,0.1461
-2.750,-0.1806,0.01568,0.00656,-0.0346,1.0000,0.1806
-2.500,-0.1548,0.01448,0.00601,-0.0347,1.0000,0.2896
-2.250,-0.1299,0.01317,0.00575,-0.0345,1.0000,0.4985
-2.000,-0.1144,0.01207,0.00590,-0.0301,1.0000,0.8381
-1.750,-0.0790,0.01196,0.00565,-0.0315,1.0000,1.0000
-1.500,-0.0566,0.01210,0.00555,-0.0310,1.0000,1.0000
-1.250,-0.0341,0.01227,0.00550,-0.0306,1.0000,1.0000
-1.000,-0.0117,0.01248,0.00554,-0.0302,1.0000,1.0000
-0.750,0.0106,0.01272,0.00565,-0.0299,1.0000,1.0000
-0.500,0.0327,0.01301,0.00581,-0.0296,1.0000,1.0000
-0.250,0.0545,0.01336,0.00605,-0.0294,1.0000,1.0000
0.000,0.0852,0.01375,0.00636,-0.0310,0.9968,1.0000
0.250,0.1380,0.01415,0.00666,-0.0367,0.9865,1.0000
0.500,0.1893,0.01445,0.00691,-0.0420,0.9749,1.0000
0.750,0.2379,0.01467,0.00711,-0.0465,0.9616,1.0000
1.000,0.2865,0.01480,0.00725,-0.0509,0.9484,1.0000
1.250,0.3380,0.01483,0.00732,-0.0556,0.9363,1.0000
1.500,0.3850,0.01477,0.00732,-0.0593,0.9224,1.0000
1.750,0.4285,0.01465,0.00727,-0.0619,0.9078,1.0000
2.000,0.4643,0.01455,0.00724,-0.0629,0.8897,1.0000
2.250,0.4993,0.01440,0.00717,-0.0635,0.8716,1.0000
2.500,0.5328,0.01421,0.00706,-0.0636,0.8535,1.0000
2.750,0.5618,0.01410,0.00701,-0.0629,0.8329,1.0000
3.000,0.5895,0.01392,0.00687,-0.0615,0.8098,1.0000
3.250,0.6142,0.01373,0.00669,-0.0594,0.7806,1.0000
3.500,0.6373,0.01360,0.00652,-0.0570,0.7463,1.0000
3.750,0.6604,0.01358,0.00645,-0.0549,0.7102,1.0000
4.000,0.6837,0.01366,0.00649,-0.0530,0.6743,1.0000
4.250,0.7066,0.01382,0.00658,-0.0512,0.6351,1.0000
4.500,0.7298,0.01406,0.00679,-0.0498,0.5972,1.0000
4.750,0.7518,0.01434,0.00699,-0.0480,0.5503,1.0000
5.000,0.7731,0.01471,0.00728,-0.0463,0.4959,1.0000
5.250,0.7906,0.01535,0.00757,-0.0439,0.3945,1.0000
5.500,0.7946,0.01819,0.00873,-0.0405,0.1565,1.0000
5.750,0.8114,0.01993,0.01016,-0.0386,0.1195,1.0000
6.000,0.8309,0.02131,0.01148,-0.0370,0.1070,1.0000
6.250,0.8517,0.02287,0.01296,-0.0357,0.0990,1.0000
6.500,0.8747,0.02418,0.01426,-0.0348,0.0900,1.0000
6.750,0.8998,0.02612,0.01622,-0.0340,0.0848,1.0000
