Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-n0009sm-il-500000
Airfoil,n0009sm-il
Reynolds number,500000
Ncrit,9
Mach,0
Max Cl/Cd,55.9063
Max Cl/Cd alpha,5.25
Url,http://airfoiltools.com/polar/csv?polar=xf-n0009sm-il-500000

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-13.500,-0.9606,0.06449,0.06155,-0.0264,1.0000,0.0073
-13.250,-0.9745,0.05737,0.05426,-0.0319,1.0000,0.0074
-13.000,-1.0011,0.04929,0.04597,-0.0377,1.0000,0.0072
-12.750,-1.0177,0.04406,0.04052,-0.0404,1.0000,0.0073
-12.500,-1.0291,0.04040,0.03666,-0.0409,1.0000,0.0073
-12.250,-1.0369,0.03768,0.03375,-0.0399,1.0000,0.0074
-12.000,-1.0608,0.03389,0.02966,-0.0366,1.0000,0.0075
-11.750,-1.0741,0.03140,0.02693,-0.0323,1.0000,0.0076
-11.500,-1.0836,0.02901,0.02431,-0.0279,1.0000,0.0079
-11.250,-1.0805,0.02724,0.02237,-0.0250,1.0000,0.0082
-11.000,-1.0713,0.02596,0.02096,-0.0227,1.0000,0.0085
-10.750,-1.0593,0.02486,0.01974,-0.0206,1.0000,0.0089
-10.500,-1.0463,0.02376,0.01851,-0.0186,1.0000,0.0094
-10.250,-1.0324,0.02269,0.01729,-0.0166,1.0000,0.0101
-10.000,-1.0141,0.02207,0.01653,-0.0151,1.0000,0.0108
-9.750,-1.0053,0.02030,0.01459,-0.0124,1.0000,0.0121
-9.500,-0.9869,0.01967,0.01392,-0.0109,1.0000,0.0134
-9.250,-0.9677,0.01908,0.01326,-0.0095,1.0000,0.0148
-9.000,-0.9473,0.01860,0.01267,-0.0082,1.0000,0.0160
-8.750,-0.9343,0.01724,0.01122,-0.0058,1.0000,0.0185
-8.500,-0.9127,0.01692,0.01089,-0.0047,1.0000,0.0209
-8.250,-0.8880,0.01701,0.01092,-0.0041,1.0000,0.0230
-8.000,-0.8723,0.01595,0.00984,-0.0020,1.0000,0.0269
-7.750,-0.8495,0.01580,0.00964,-0.0011,1.0000,0.0299
-7.500,-0.8256,0.01582,0.00959,-0.0003,1.0000,0.0319
-7.250,-0.8101,0.01469,0.00841,0.0018,1.0000,0.0354
-7.000,-0.7886,0.01438,0.00808,0.0030,1.0000,0.0381
-6.750,-0.7671,0.01405,0.00770,0.0043,1.0000,0.0407
-6.500,-0.7446,0.01388,0.00746,0.0054,1.0000,0.0426
-6.250,-0.7271,0.01308,0.00661,0.0073,1.0000,0.0464
-6.000,-0.7062,0.01272,0.00625,0.0086,1.0000,0.0496
-5.750,-0.6849,0.01241,0.00589,0.0099,1.0000,0.0527
-5.500,-0.6630,0.01219,0.00562,0.0111,1.0000,0.0548
-5.250,-0.6448,0.01154,0.00494,0.0130,1.0000,0.0595
-5.000,-0.6239,0.01121,0.00461,0.0144,1.0000,0.0637
-4.750,-0.6024,0.01098,0.00432,0.0156,1.0000,0.0675
-4.500,-0.5825,0.01056,0.00394,0.0172,1.0000,0.0756
-4.250,-0.5614,0.01029,0.00366,0.0185,1.0000,0.0844
-4.000,-0.5410,0.00995,0.00341,0.0199,1.0000,0.0999
-3.750,-0.5211,0.00958,0.00319,0.0214,1.0000,0.1309
-3.500,-0.5018,0.00916,0.00300,0.0228,1.0000,0.1834
-3.250,-0.4658,0.00869,0.00286,0.0207,0.9968,0.2576
-3.000,-0.4292,0.00831,0.00278,0.0185,0.9935,0.3301
-2.750,-0.3949,0.00794,0.00265,0.0169,0.9891,0.3905
-2.500,-0.3587,0.00762,0.00255,0.0149,0.9850,0.4506
-2.250,-0.3206,0.00730,0.00247,0.0126,0.9818,0.5164
-2.000,-0.2893,0.00697,0.00236,0.0118,0.9754,0.5718
-1.750,-0.2533,0.00667,0.00226,0.0101,0.9709,0.6279
-1.500,-0.2183,0.00637,0.00218,0.0087,0.9663,0.6827
-1.250,-0.1878,0.00605,0.00212,0.0084,0.9595,0.7449
-1.000,-0.1507,0.00577,0.00207,0.0068,0.9555,0.8048
-0.750,-0.1175,0.00559,0.00201,0.0061,0.9471,0.8417
-0.500,-0.0775,0.00546,0.00197,0.0039,0.9408,0.8719
-0.250,-0.0411,0.00539,0.00196,0.0024,0.9290,0.8971
0.000,0.0000,0.00536,0.00195,0.0000,0.9152,0.9152
0.250,0.0411,0.00539,0.00196,-0.0025,0.8974,0.9291
0.500,0.0775,0.00545,0.00197,-0.0038,0.8717,0.9408
0.750,0.1176,0.00559,0.00201,-0.0061,0.8410,0.9472
1.000,0.1507,0.00576,0.00207,-0.0068,0.8052,0.9555
1.250,0.1876,0.00605,0.00212,-0.0084,0.7446,0.9594
1.500,0.2183,0.00637,0.00219,-0.0087,0.6833,0.9665
1.750,0.2534,0.00666,0.00226,-0.0101,0.6290,0.9709
2.000,0.2894,0.00697,0.00236,-0.0118,0.5719,0.9754
2.250,0.3208,0.00729,0.00247,-0.0126,0.5167,0.9818
2.500,0.3587,0.00762,0.00254,-0.0149,0.4506,0.9850
2.750,0.3949,0.00794,0.00265,-0.0169,0.3904,0.9892
3.000,0.4291,0.00831,0.00277,-0.0184,0.3299,0.9935
3.250,0.4659,0.00869,0.00286,-0.0207,0.2566,0.9968
3.500,0.5018,0.00916,0.00300,-0.0228,0.1827,1.0000
3.750,0.5210,0.00957,0.00319,-0.0213,0.1315,1.0000
4.000,0.5408,0.00995,0.00341,-0.0199,0.0997,1.0000
4.250,0.5613,0.01028,0.00366,-0.0185,0.0844,1.0000
4.500,0.5823,0.01056,0.00393,-0.0171,0.0755,1.0000
4.750,0.6022,0.01098,0.00431,-0.0156,0.0674,1.0000
5.000,0.6238,0.01121,0.00461,-0.0143,0.0636,1.0000
5.250,0.6446,0.01153,0.00494,-0.0130,0.0594,1.0000
5.500,0.6628,0.01220,0.00562,-0.0111,0.0549,1.0000
5.750,0.6847,0.01242,0.00590,-0.0099,0.0527,1.0000
6.000,0.7060,0.01273,0.00625,-0.0086,0.0496,1.0000
6.250,0.7270,0.01308,0.00661,-0.0072,0.0464,1.0000
6.500,0.7443,0.01390,0.00748,-0.0053,0.0426,1.0000
6.750,0.7669,0.01407,0.00772,-0.0042,0.0407,1.0000
7.000,0.7885,0.01438,0.00808,-0.0030,0.0381,1.0000
7.250,0.8099,0.01470,0.00843,-0.0018,0.0354,1.0000
7.500,0.8255,0.01582,0.00959,0.0003,0.0319,1.0000
7.750,0.8495,0.01580,0.00964,0.0011,0.0299,1.0000
8.000,0.8722,0.01596,0.00985,0.0021,0.0269,1.0000
8.250,0.8884,0.01695,0.01086,0.0040,0.0230,1.0000
8.500,0.9127,0.01692,0.01089,0.0047,0.0209,1.0000
8.750,0.9343,0.01724,0.01123,0.0058,0.0185,1.0000
9.000,0.9476,0.01857,0.01263,0.0082,0.0160,1.0000
9.250,0.9683,0.01901,0.01318,0.0094,0.0147,1.0000
9.500,0.9872,0.01964,0.01389,0.0109,0.0133,1.0000
9.750,1.0051,0.02033,0.01462,0.0124,0.0121,1.0000
10.000,1.0138,0.02213,0.01660,0.0152,0.0108,1.0000
10.250,1.0302,0.02299,0.01763,0.0169,0.0102,1.0000
10.500,1.0455,0.02389,0.01866,0.0187,0.0096,1.0000
10.750,1.0594,0.02488,0.01976,0.0206,0.0089,1.0000
11.000,1.0708,0.02606,0.02108,0.0227,0.0086,1.0000
11.250,1.0802,0.02733,0.02247,0.0250,0.0082,1.0000
11.500,1.0836,0.02905,0.02435,0.0279,0.0079,1.0000
11.750,1.0759,0.03134,0.02686,0.0321,0.0076,1.0000
12.000,1.0573,0.03426,0.03007,0.0368,0.0075,1.0000
12.250,1.0474,0.03678,0.03279,0.0394,0.0074,1.0000
12.750,1.0188,0.04405,0.04050,0.0402,0.0073,1.0000
13.000,0.9975,0.04994,0.04663,0.0372,0.0074,1.0000
13.250,0.9841,0.05587,0.05273,0.0329,0.0074,1.0000
13.500,0.9716,0.06249,0.05950,0.0278,0.0074,1.0000
13.750,0.9556,0.07034,0.06750,0.0221,0.0075,1.0000
14.000,0.9304,0.08038,0.07769,0.0154,0.0075,1.0000
14.250,0.9222,0.08669,0.08407,0.0118,0.0077,1.0000
14.500,0.8787,0.10107,0.09862,0.0040,0.0080,1.0000
