Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-naca23012-il-200000
Airfoil,naca23012-il
Reynolds number,200000
Ncrit,9
Mach,0
Max Cl/Cd,50.9779
Max Cl/Cd alpha,9
Url,http://airfoiltools.com/polar/csv?polar=xf-naca23012-il-200000

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-10.000,-0.4467,0.08553,0.08207,-0.0213,1.0000,0.0708
-9.750,-0.4662,0.07820,0.07477,-0.0259,1.0000,0.0728
-9.500,-0.6405,0.07260,0.06884,-0.0321,1.0000,0.0661
-9.250,-0.6385,0.06965,0.06588,-0.0315,1.0000,0.0670
-9.000,-0.6405,0.06639,0.06257,-0.0311,1.0000,0.0682
-8.750,-0.6444,0.06295,0.05902,-0.0305,1.0000,0.0697
-8.500,-0.6509,0.05950,0.05536,-0.0294,1.0000,0.0724
-8.250,-0.6805,0.05710,0.05215,-0.0251,1.0000,0.0759
-8.000,-0.6624,0.05203,0.04733,-0.0254,1.0000,0.0775
-7.750,-0.6480,0.04964,0.04502,-0.0243,1.0000,0.0795
-7.500,-0.6392,0.04753,0.04280,-0.0223,1.0000,0.0827
-7.250,-0.6455,0.04565,0.04030,-0.0180,1.0000,0.0895
-7.000,-0.6311,0.04231,0.03707,-0.0169,1.0000,0.0913
-6.750,-0.6296,0.03261,0.02581,-0.0098,1.0000,0.0541
-6.500,-0.6152,0.03053,0.02346,-0.0075,1.0000,0.0543
-6.250,-0.5992,0.02848,0.02116,-0.0053,1.0000,0.0543
-6.000,-0.5816,0.02651,0.01896,-0.0034,1.0000,0.0542
-5.750,-0.5630,0.02498,0.01720,-0.0016,1.0000,0.0545
-5.500,-0.5437,0.02331,0.01535,0.0000,1.0000,0.0553
-5.250,-0.5237,0.02192,0.01398,0.0011,1.0000,0.0570
-5.000,-0.5034,0.02110,0.01314,0.0024,1.0000,0.0587
-4.750,-0.4825,0.02021,0.01219,0.0037,1.0000,0.0602
-4.500,-0.4615,0.01943,0.01133,0.0050,1.0000,0.0618
-4.250,-0.4408,0.01895,0.01073,0.0063,1.0000,0.0639
-4.000,-0.4001,0.01768,0.00957,0.0034,0.9958,0.0681
-3.750,-0.3570,0.01694,0.00885,0.0004,0.9903,0.0727
-3.500,-0.3142,0.01600,0.00797,-0.0028,0.9846,0.0790
-3.250,-0.2723,0.01542,0.00742,-0.0056,0.9769,0.0871
-3.000,-0.2276,0.01455,0.00665,-0.0092,0.9711,0.0993
-2.750,-0.1878,0.01381,0.00598,-0.0116,0.9611,0.1171
-2.500,-0.1542,0.01155,0.00514,-0.0138,0.9520,0.4045
-2.250,-0.1250,0.01023,0.00504,-0.0132,0.9415,0.6812
-2.000,-0.0956,0.00990,0.00500,-0.0123,0.9272,0.7632
-1.750,-0.0664,0.00976,0.00498,-0.0112,0.9124,0.8139
-1.500,-0.0379,0.00972,0.00497,-0.0100,0.8965,0.8530
-1.250,-0.0085,0.00975,0.00499,-0.0089,0.8791,0.8822
-1.000,0.0202,0.00983,0.00500,-0.0077,0.8600,0.9082
-0.750,0.0552,0.01001,0.00508,-0.0078,0.8391,0.9277
-0.500,0.0975,0.01028,0.00523,-0.0093,0.8143,0.9455
-0.250,0.1392,0.01042,0.00521,-0.0113,0.7878,0.9575
0.000,0.1833,0.01049,0.00510,-0.0142,0.7569,0.9642
0.250,0.2228,0.01058,0.00500,-0.0163,0.7238,0.9731
