Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-n6409-il-500000
Airfoil,n6409-il
Reynolds number,500000
Ncrit,9
Mach,0
Max Cl/Cd,122.391
Max Cl/Cd alpha,5.5
Url,http://airfoiltools.com/polar/csv?polar=xf-n6409-il-500000

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-10.250,-0.2522,0.11576,0.11348,-0.0491,0.9935,0.0189
-10.000,-0.2425,0.11172,0.10945,-0.0543,0.9908,0.0191
-9.750,-0.2293,0.10767,0.10539,-0.0587,0.9885,0.0191
-9.500,-0.2163,0.10266,0.10039,-0.0619,0.9868,0.0193
-9.250,-0.1967,0.09925,0.09697,-0.0638,0.9855,0.0197
-9.000,-0.1764,0.09606,0.09377,-0.0671,0.9843,0.0204
-8.750,-0.1622,0.09278,0.09049,-0.0701,0.9800,0.0209
-8.500,-0.1446,0.08914,0.08684,-0.0743,0.9765,0.0217
-8.250,-0.0373,0.06404,0.06183,-0.0927,0.9634,0.0247
-8.000,-0.0154,0.06166,0.05944,-0.0939,0.9617,0.0259
-7.750,0.0009,0.05786,0.05564,-0.0976,0.9595,0.0269
-7.500,0.0128,0.05404,0.05181,-0.1011,0.9548,0.0282
-7.250,0.0165,0.04931,0.04707,-0.1085,0.9450,0.0302
-7.000,0.0248,0.04531,0.04306,-0.1130,0.9354,0.0303
-6.750,0.0308,0.03888,0.03659,-0.1185,0.9281,0.0309
-6.500,0.0419,0.03708,0.03478,-0.1177,0.9194,0.0316
-6.250,0.0578,0.03452,0.03218,-0.1196,0.9126,0.0324
-6.000,0.0714,0.03193,0.02955,-0.1216,0.9034,0.0338
-5.750,0.0880,0.02806,0.02560,-0.1264,0.8949,0.0357
-5.500,0.1019,0.01927,0.01518,-0.1556,0.9026,0.0265
-5.250,0.1256,0.01639,0.01177,-0.1558,0.8962,0.0269
-5.000,0.1507,0.01493,0.01000,-0.1556,0.8893,0.0277
-4.750,0.1785,0.01396,0.00877,-0.1557,0.8835,0.0290
-4.500,0.2040,0.01326,0.00787,-0.1551,0.8758,0.0300
-4.250,0.2320,0.01218,0.00652,-0.1552,0.8700,0.0308
-4.000,0.2563,0.01121,0.00544,-0.1545,0.8618,0.0322
-3.750,0.2846,0.01077,0.00490,-0.1545,0.8553,0.0338
-3.500,0.3103,0.01045,0.00452,-0.1540,0.8465,0.0359
-3.250,0.3380,0.01019,0.00415,-0.1538,0.8389,0.0379
-3.000,0.3637,0.00958,0.00348,-0.1533,0.8302,0.0413
-2.750,0.3907,0.00936,0.00321,-0.1530,0.8218,0.0455
-2.500,0.4175,0.00905,0.00286,-0.1527,0.8130,0.0524
