Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-n6409-il-200000
Airfoil,n6409-il
Reynolds number,200000
Ncrit,9
Mach,0
Max Cl/Cd,87.0573
Max Cl/Cd alpha,7
Url,http://airfoiltools.com/polar/csv?polar=xf-n6409-il-200000

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-8.500,-0.1538,0.09258,0.08945,-0.0538,0.9758,0.0433
-8.250,-0.1400,0.08827,0.08513,-0.0581,0.9729,0.0454
-8.000,-0.2612,0.10137,0.09814,-0.0427,0.9867,0.0407
-7.750,-0.2410,0.09775,0.09450,-0.0473,0.9834,0.0424
-7.500,-0.2266,0.09436,0.09111,-0.0512,0.9766,0.0441
-7.250,-0.2094,0.09102,0.08777,-0.0591,0.9706,0.0465
-7.000,-0.1838,0.08679,0.08351,-0.0758,0.9587,0.0476
-6.750,-0.1741,0.08144,0.07818,-0.0777,0.9512,0.0483
-6.500,-0.1564,0.07801,0.07475,-0.0753,0.9483,0.0496
-6.250,-0.1298,0.07446,0.07117,-0.0790,0.9453,0.0516
-6.000,-0.1113,0.07124,0.06793,-0.0831,0.9374,0.0548
-5.500,-0.0440,0.06062,0.05715,-0.1038,0.9270,0.0611
-5.250,-0.0262,0.05817,0.05469,-0.1041,0.9197,0.0631
-5.000,0.0138,0.05397,0.05038,-0.1120,0.9167,0.0681
-4.750,0.0565,0.04741,0.04355,-0.1239,0.9102,0.0735
-4.500,0.0811,0.04531,0.04146,-0.1244,0.9053,0.0760
-4.250,0.1329,0.03985,0.03560,-0.1346,0.9026,0.0873
-4.000,0.1811,0.02831,0.02313,-0.1429,0.9005,0.0571
-3.750,0.2038,0.02449,0.01881,-0.1431,0.8919,0.0547
-3.500,0.2419,0.02164,0.01536,-0.1454,0.8886,0.0567
-3.250,0.2816,0.01944,0.01262,-0.1475,0.8862,0.0581
-3.000,0.3069,0.01794,0.01080,-0.1469,0.8781,0.0603
-2.750,0.3422,0.01697,0.00977,-0.1482,0.8737,0.0663
-2.500,0.3804,0.01583,0.00840,-0.1498,0.8706,0.0734
-2.250,0.4042,0.01530,0.00789,-0.1487,0.8609,0.0820
-2.000,0.4404,0.01457,0.00710,-0.1500,0.8565,0.0968
-1.750,0.4655,0.01417,0.00669,-0.1493,0.8468,0.1120
-1.500,0.5003,0.01360,0.00612,-0.1504,0.8414,0.1325
-1.250,0.5251,0.01332,0.00589,-0.1495,0.8310,0.1520
-1.000,0.5548,0.01298,0.00554,-0.1496,0.8227,0.1775
-0.750,0.5842,0.01265,0.00526,-0.1497,0.8136,0.2080
-0.500,0.6103,0.01239,0.00511,-0.1492,0.8029,0.2415
-0.250,0.6388,0.01211,0.00492,-0.1492,0.7935,0.2863
0.000,0.6665,0.01176,0.00474,-0.1490,0.7833,0.3500
0.250,0.6996,0.01030,0.00467,-0.1498,0.7722,1.0000
0.500,0.7269,0.01036,0.00454,-0.1495,0.7607,1.0000
0.750,0.7548,0.01043,0.00444,-0.1492,0.7498,1.0000
1.000,0.7823,0.01051,0.00436,-0.1489,0.7384,1.0000
1.250,0.8077,0.01064,0.00438,-0.1483,0.7258,1.0000
1.500,0.8336,0.01078,0.00442,-0.1478,0.7138,1.0000
1.750,0.8599,0.01093,0.00446,-0.1473,0.7023,1.0000
2.000,0.8869,0.01109,0.00450,-0.1470,0.6916,1.0000
2.250,0.9124,0.01127,0.00460,-0.1465,0.6803,1.0000
2.500,0.9376,0.01146,0.00474,-0.1459,0.6692,1.0000
2.750,0.9638,0.01167,0.00487,-0.1455,0.6594,1.0000
3.000,0.9901,0.01188,0.00502,-0.1452,0.6498,1.0000
3.250,1.0148,0.01211,0.00523,-0.1446,0.6398,1.0000
3.500,1.0414,0.01235,0.00540,-0.1443,0.6314,1.0000
3.750,1.0664,0.01259,0.00563,-0.1438,0.6223,1.0000
4.000,1.0920,0.01285,0.00589,-0.1434,0.6141,1.0000
4.250,1.1178,0.01310,0.00612,-0.1430,0.6060,1.0000
4.500,1.1427,0.01338,0.00642,-0.1425,0.5980,1.0000
4.750,1.1689,0.01364,0.00669,-0.1421,0.5905,1.0000
5.000,1.1932,0.01393,0.00703,-0.1415,0.5827,1.0000
5.250,1.2194,0.01421,0.00731,-0.1413,0.5754,1.0000
5.500,1.2432,0.01451,0.00769,-0.1406,0.5676,1.0000
5.750,1.2693,0.01480,0.00800,-0.1402,0.5603,1.0000
6.000,1.2920,0.01508,0.00838,-0.1393,0.5513,1.0000
6.250,1.3141,0.01528,0.00859,-0.1381,0.5391,1.0000
6.500,1.3321,0.01538,0.00869,-0.1360,0.5215,1.0000
6.750,1.3492,0.01550,0.00882,-0.1338,0.5031,1.0000
7.000,1.3668,0.01570,0.00901,-0.1317,0.4859,1.0000
7.250,1.3839,0.01595,0.00926,-0.1296,0.4688,1.0000
7.500,1.3994,0.01620,0.00959,-0.1273,0.4508,1.0000
7.750,1.4137,0.01649,0.00995,-0.1247,0.4305,1.0000
8.000,1.4259,0.01684,0.01032,-0.1218,0.4072,1.0000
8.250,1.4336,0.01729,0.01074,-0.1181,0.3743,1.0000
8.500,1.4307,0.01809,0.01132,-0.1126,0.3236,1.0000
