Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-naca23021-il-50000
Airfoil,naca23021-il
Reynolds number,50000
Ncrit,9
Mach,0
Max Cl/Cd,18.6428
Max Cl/Cd alpha,2.75
Url,http://airfoiltools.com/polar/csv?polar=xf-naca23021-il-50000

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-12.500,-0.4365,0.11729,0.10854,-0.0267,1.0000,0.2573
-12.250,-0.6588,0.07884,0.07014,-0.0456,1.0000,0.2435
-12.000,-0.7843,0.06312,0.05427,-0.0472,1.0000,0.2407
-11.750,-0.8568,0.05692,0.04788,-0.0418,1.0000,0.2401
-11.500,-0.9097,0.05356,0.04437,-0.0340,1.0000,0.2411
-11.250,-0.8903,0.05276,0.04371,-0.0323,1.0000,0.2509
-11.000,-0.9176,0.05055,0.04141,-0.0260,1.0000,0.2561
-10.750,-0.9569,0.04795,0.03855,-0.0182,1.0000,0.2601
-10.500,-0.9295,0.04772,0.03859,-0.0171,1.0000,0.2734
-10.250,-0.9406,0.04616,0.03698,-0.0119,1.0000,0.2823
-10.000,-0.9420,0.04520,0.03604,-0.0076,1.0000,0.2941
-9.750,-0.9266,0.04484,0.03587,-0.0051,1.0000,0.3084
-9.500,-0.9395,0.04335,0.03429,0.0005,1.0000,0.3199
-9.250,-0.9390,0.04260,0.03357,0.0047,1.0000,0.3345
-9.000,-0.9218,0.04263,0.03380,0.0073,1.0000,0.3520
-8.750,-0.9073,0.04270,0.03404,0.0102,1.0000,0.3697
-8.500,-0.8938,0.04292,0.03439,0.0134,1.0000,0.3881
-8.250,-0.8795,0.04333,0.03492,0.0165,1.0000,0.4070
-8.000,-0.8656,0.04377,0.03545,0.0197,1.0000,0.4258
-7.750,-0.8609,0.04357,0.03528,0.0236,1.0000,0.4432
-7.500,-0.8708,0.04243,0.03403,0.0286,1.0000,0.4597
-7.250,-0.8340,0.04408,0.03586,0.0297,1.0000,0.4766
-7.000,-0.8117,0.04480,0.03665,0.0319,1.0000,0.4915
-6.750,-0.8216,0.04333,0.03510,0.0363,1.0000,0.5060
-6.500,-0.8029,0.04383,0.03563,0.0386,1.0000,0.5202
-6.250,-0.7878,0.04402,0.03586,0.0411,1.0000,0.5333
-6.000,-0.7988,0.04230,0.03400,0.0452,1.0000,0.5483
-5.750,-0.7678,0.04377,0.03560,0.0465,1.0000,0.5603
-5.500,-0.7664,0.04296,0.03474,0.0497,1.0000,0.5746
-5.250,-0.7582,0.04281,0.03457,0.0524,1.0000,0.5897
-5.000,-0.7360,0.04386,0.03571,0.0544,1.0000,0.6027
-4.750,-0.7348,0.04308,0.03489,0.0574,1.0000,0.6185
-4.500,-0.7189,0.04361,0.03545,0.0595,1.0000,0.6323
-4.250,-0.6680,0.04483,0.03666,0.0558,0.9905,0.6480
-4.000,-0.6187,0.04510,0.03683,0.0508,0.9759,0.6653
-3.750,-0.5788,0.04492,0.03654,0.0470,0.9614,0.6835
-3.500,-0.5008,0.04711,0.03874,0.0404,0.9457,0.6948
-3.250,-0.4689,0.04684,0.03841,0.0385,0.9302,0.7107
-3.000,-0.4288,0.04711,0.03863,0.0359,0.9144,0.7266
-2.750,-0.3544,0.04855,0.04004,0.0291,0.8988,0.7385
-2.500,-0.2918,0.04879,0.04019,0.0230,0.8850,0.7554
-2.250,-0.2340,0.04946,0.04083,0.0183,0.8678,0.7689
-2.000,-0.1703,0.05000,0.04134,0.0126,0.8509,0.7818
-1.750,-0.1244,0.04977,0.04106,0.0092,0.8359,0.7987
-1.500,0.0671,0.04951,0.04072,-0.0158,0.8219,0.8112
-1.250,0.1102,0.04913,0.04033,-0.0185,0.8040,0.8255
-1.000,0.1339,0.04871,0.03987,-0.0182,0.7882,0.8420
-0.750,0.2693,0.04649,0.03758,-0.0336,0.7759,0.8556
-0.500,0.3007,0.04616,0.03725,-0.0345,0.7572,0.8697
-0.250,0.3191,0.04605,0.03712,-0.0334,0.7401,0.8854
0.000,0.3905,0.04483,0.03587,-0.0398,0.7229,0.8992
0.250,0.4483,0.04330,0.03426,-0.0437,0.7082,0.9139
0.500,0.4778,0.04319,0.03415,-0.0447,0.6893,0.9289
0.750,0.5130,0.04293,0.03387,-0.0464,0.6714,0.9440
1.000,0.5642,0.04207,0.03297,-0.0506,0.6535,0.9582
1.250,0.6181,0.04077,0.03155,-0.0547,0.6379,0.9726
1.500,0.6644,0.04018,0.03095,-0.0588,0.6189,0.9867
1.750,0.7126,0.03977,0.03056,-0.0637,0.6000,0.9999
2.000,0.7240,0.04011,0.03087,-0.0621,0.5870,1.0000
2.250,0.7384,0.04007,0.03076,-0.0605,0.5751,1.0000
2.500,0.7440,0.04101,0.03176,-0.0586,0.5623,1.0000
2.750,0.7610,0.04082,0.03146,-0.0571,0.5521,1.0000
3.000,0.7609,0.04222,0.03296,-0.0546,0.5399,1.0000
3.250,0.7780,0.04212,0.03277,-0.0531,0.5307,1.0000
3.500,0.7726,0.04390,0.03466,-0.0500,0.5201,1.0000
3.750,0.7838,0.04429,0.03502,-0.0480,0.5109,1.0000
4.000,0.7871,0.04537,0.03610,-0.0453,0.5025,1.0000
4.250,0.7632,0.04814,0.03901,-0.0403,0.4932,1.0000
4.500,0.7956,0.04727,0.03801,-0.0399,0.4862,1.0000
4.750,0.7367,0.05209,0.04300,-0.0318,0.4788,1.0000
5.000,0.4913,0.06629,0.05717,-0.0103,0.4752,1.0000
5.250,0.4405,0.07047,0.06127,-0.0049,0.4705,1.0000
5.500,0.6122,0.06211,0.05296,-0.0117,0.4616,1.0000
5.750,0.4348,0.07432,0.06501,0.0003,0.4608,1.0000
6.000,0.3862,0.07947,0.07006,0.0036,0.4594,1.0000
6.250,0.3610,0.08349,0.07403,0.0056,0.4589,1.0000
6.500,0.3499,0.08707,0.07757,0.0067,0.4600,1.0000
6.750,0.3490,0.09042,0.08089,0.0072,0.4614,1.0000
7.000,0.3598,0.09363,0.08411,0.0071,0.4629,1.0000
7.500,0.2215,0.10689,0.09738,0.0059,0.5612,1.0000
7.750,0.2483,0.11001,0.10049,0.0050,0.5526,1.0000
8.000,0.2590,0.11322,0.10368,0.0048,0.5479,1.0000
8.250,0.2511,0.11365,0.10410,0.0065,0.5354,1.0000
8.500,0.2923,0.11867,0.10914,0.0045,0.5286,1.0000
8.750,0.2670,0.11834,0.10878,0.0069,0.5186,1.0000
9.000,0.2934,0.12166,0.11212,0.0061,0.5090,1.0000
9.250,0.2892,0.12348,0.11393,0.0068,0.5003,1.0000
9.500,0.3456,0.12967,0.12016,0.0047,0.4844,1.0000
9.750,0.3128,0.12771,0.11818,0.0073,0.4696,1.0000
10.000,0.3240,0.12973,0.12022,0.0078,0.4497,1.0000
