Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-naca2421-il-50000
Airfoil,naca2421-il
Reynolds number,50000
Ncrit,9
Mach,0
Max Cl/Cd,6.85903
Max Cl/Cd alpha,2
Url,http://airfoiltools.com/polar/csv?polar=xf-naca2421-il-50000

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-8.750,-0.6101,0.07993,0.07184,-0.0247,1.0000,0.2984
-8.500,-0.6835,0.07396,0.06592,-0.0189,1.0000,0.2970
-8.250,-0.7624,0.06698,0.05883,-0.0128,1.0000,0.2960
-8.000,-0.8246,0.06065,0.05220,-0.0070,1.0000,0.2972
-7.750,-0.8258,0.05864,0.05018,-0.0043,1.0000,0.3022
-7.500,-0.8101,0.05850,0.05015,-0.0023,1.0000,0.3090
-7.250,-0.8321,0.05474,0.04609,0.0013,1.0000,0.3148
-7.000,-0.8440,0.05148,0.04252,0.0041,1.0000,0.3210
-6.750,-0.8244,0.05160,0.04285,0.0057,1.0000,0.3284
-6.500,-0.8278,0.04917,0.04011,0.0080,1.0000,0.3370
-6.250,-0.8184,0.04798,0.03889,0.0097,1.0000,0.3447
-6.000,-0.8065,0.04730,0.03822,0.0114,1.0000,0.3537
-5.750,-0.8006,0.04555,0.03624,0.0129,1.0000,0.3634
-5.500,-0.7853,0.04535,0.03616,0.0144,1.0000,0.3725
-5.250,-0.7768,0.04389,0.03445,0.0155,1.0000,0.3838
-5.000,-0.7609,0.04380,0.03452,0.0170,1.0000,0.3935
-4.750,-0.7494,0.04274,0.03328,0.0179,1.0000,0.4058
-4.500,-0.7271,0.04272,0.03337,0.0180,0.9976,0.4181
-4.250,-0.6815,0.04293,0.03359,0.0138,0.9855,0.4360
-4.000,-0.6401,0.04304,0.03367,0.0103,0.9736,0.4542
-3.750,-0.5992,0.04322,0.03382,0.0070,0.9623,0.4736
-3.500,-0.5675,0.04313,0.03369,0.0052,0.9504,0.4925
-3.250,-0.5363,0.04334,0.03394,0.0040,0.9386,0.5105
-3.000,-0.4979,0.04379,0.03447,0.0019,0.9276,0.5300
-2.750,-0.4702,0.04395,0.03470,0.0014,0.9158,0.5479
-2.500,-0.4423,0.04414,0.03492,0.0009,0.9044,0.5671
-2.250,-0.4056,0.04450,0.03532,-0.0009,0.8937,0.5891
-2.000,-0.3872,0.04459,0.03542,0.0000,0.8820,0.6088
-1.750,-0.3428,0.04520,0.03611,-0.0023,0.8718,0.6341
-1.500,-0.3348,0.04527,0.03621,0.0003,0.8602,0.6541
-1.250,-0.2939,0.04594,0.03698,-0.0010,0.8502,0.6808
-1.000,-0.2862,0.04620,0.03732,0.0019,0.8387,0.7028
-0.750,-0.2458,0.04696,0.03816,0.0012,0.8293,0.7319
-0.500,-0.2411,0.04740,0.03867,0.0047,0.8180,0.7553
0.000,-0.1982,0.04871,0.04005,0.0075,0.7981,0.8151
0.250,-0.1347,0.04999,0.04135,0.0038,0.7883,0.8461
0.500,-0.1221,0.05119,0.04258,0.0052,0.7770,0.8725
0.750,-0.0262,0.05264,0.04392,-0.0049,0.7668,0.9043
1.000,0.0229,0.05453,0.04580,-0.0110,0.7530,0.9259
1.250,0.1364,0.05607,0.04726,-0.0263,0.7407,0.9467
1.500,0.2315,0.05702,0.04818,-0.0394,0.7276,0.9676
1.750,0.3055,0.05819,0.04935,-0.0501,0.7144,0.9883
2.000,0.3946,0.05753,0.04863,-0.0611,0.7042,1.0000
2.250,0.3406,0.05931,0.05038,-0.0528,0.6941,1.0000
2.500,0.3293,0.05960,0.05059,-0.0491,0.6853,1.0000
2.750,0.3283,0.05979,0.05070,-0.0463,0.6774,1.0000
3.000,0.2726,0.06115,0.05199,-0.0376,0.6688,1.0000
3.250,0.3058,0.06075,0.05149,-0.0379,0.6599,1.0000
3.500,0.2579,0.06250,0.05315,-0.0303,0.6517,1.0000
3.750,0.2599,0.06332,0.05388,-0.0277,0.6424,1.0000
4.000,0.2728,0.06424,0.05470,-0.0262,0.6335,1.0000
4.250,0.2570,0.06601,0.05640,-0.0226,0.6243,1.0000
4.500,0.3027,0.06621,0.05652,-0.0239,0.6143,1.0000
4.750,0.2711,0.06899,0.05926,-0.0198,0.6056,1.0000
5.000,0.3295,0.06872,0.05893,-0.0217,0.5947,1.0000
5.250,0.2919,0.07222,0.06239,-0.0179,0.5864,1.0000
5.500,0.3237,0.07303,0.06317,-0.0182,0.5758,1.0000
5.750,0.3152,0.07571,0.06581,-0.0165,0.5668,1.0000
6.000,0.3222,0.07778,0.06787,-0.0158,0.5580,1.0000
6.250,0.3428,0.07938,0.06944,-0.0156,0.5480,1.0000
6.500,0.3311,0.08254,0.07259,-0.0145,0.5413,1.0000
6.750,0.2204,0.09419,0.08444,-0.0161,0.6456,1.0000
7.000,0.2825,0.09328,0.08344,-0.0156,0.5797,1.0000
7.250,0.3114,0.09630,0.08645,-0.0170,0.5747,1.0000
7.500,0.3200,0.09666,0.08676,-0.0149,0.5460,1.0000
7.750,0.3480,0.09851,0.08861,-0.0153,0.5332,1.0000
8.000,0.3673,0.10188,0.09198,-0.0162,0.5298,1.0000
8.250,0.3897,0.10270,0.09276,-0.0153,0.5086,1.0000
8.500,0.4225,0.10323,0.09328,-0.0146,0.4884,1.0000
8.750,0.3176,0.11380,0.10400,-0.0172,0.5688,1.0000
9.000,0.3352,0.11607,0.10627,-0.0175,0.5555,1.0000
9.250,0.3491,0.11962,0.10982,-0.0182,0.5497,1.0000
9.500,0.3494,0.12080,0.11101,-0.0174,0.5362,1.0000
9.750,0.3838,0.12584,0.11606,-0.0193,0.5298,1.0000
10.000,0.3647,0.12581,0.11604,-0.0176,0.5177,1.0000
10.250,0.4186,0.13220,0.12246,-0.0204,0.5095,1.0000
10.500,0.3827,0.13115,0.12139,-0.0181,0.5003,1.0000
10.750,0.4137,0.13502,0.12530,-0.0192,0.4905,1.0000
