Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-naca0024-il-50000
Airfoil,naca0024-il
Reynolds number,50000
Ncrit,9
Mach,0
Max Cl/Cd,15.3671
Max Cl/Cd alpha,5
Url,http://airfoiltools.com/polar/csv?polar=xf-naca0024-il-50000

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-11.250,-0.2505,0.13906,0.12963,-0.0167,1.0000,0.4468
-11.000,-0.2160,0.13441,0.12500,-0.0177,1.0000,0.4538
-10.750,-0.2322,0.13490,0.12552,-0.0161,1.0000,0.4659
-10.500,-0.2166,0.13089,0.12155,-0.0165,1.0000,0.4702
-10.250,-0.1937,0.12793,0.11861,-0.0167,1.0000,0.4793
-10.000,-0.2351,0.12995,0.12069,-0.0134,1.0000,0.4892
-9.750,-0.1878,0.12389,0.11465,-0.0153,1.0000,0.4952
-9.500,-0.1857,0.12279,0.11359,-0.0140,1.0000,0.5075
-9.250,-0.1956,0.12122,0.11207,-0.0124,1.0000,0.5134
-9.000,-0.1678,0.11806,0.10896,-0.0127,1.0000,0.5220
-8.750,-0.2040,0.11946,0.11040,-0.0086,1.0000,0.5332
-8.500,-0.1697,0.11489,0.10589,-0.0096,1.0000,0.5390
-8.250,-0.1634,0.11359,0.10466,-0.0081,1.0000,0.5504
-8.000,-0.2956,0.10516,0.09616,-0.0060,1.0000,0.4668
-7.750,-0.2928,0.10256,0.09361,-0.0047,1.0000,0.4653
-7.500,-0.3012,0.10003,0.09112,-0.0028,1.0000,0.4636
-7.250,-0.3221,0.09742,0.08857,-0.0001,1.0000,0.4630
-7.000,-0.3523,0.09457,0.08577,0.0030,1.0000,0.4635
-6.750,-0.3942,0.09108,0.08232,0.0068,1.0000,0.4646
-6.500,-0.2299,0.10382,0.09533,0.0092,1.0000,0.5643
-6.250,-0.3988,0.08932,0.08069,0.0121,1.0000,0.4760
-6.000,-0.4295,0.08673,0.07814,0.0157,1.0000,0.4805
-5.750,-0.5015,0.08115,0.07259,0.0211,1.0000,0.4852
-5.500,-0.6044,0.07298,0.06443,0.0289,1.0000,0.4918
-5.250,-0.5297,0.07795,0.06947,0.0276,1.0000,0.4985
-5.000,-0.8440,0.05490,0.04601,0.0535,1.0000,0.5114
-4.750,-0.7819,0.05871,0.05005,0.0512,1.0000,0.5173
-4.500,-0.7983,0.05446,0.04556,0.0524,0.9908,0.5328
-4.250,-0.6546,0.06099,0.05230,0.0387,0.9756,0.5424
-4.000,-0.7020,0.05539,0.04649,0.0439,0.9639,0.5578
