Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-naca2411-il-50000
Airfoil,naca2411-il
Reynolds number,50000
Ncrit,9
Mach,0
Max Cl/Cd,34.2553
Max Cl/Cd alpha,7.75
Url,http://airfoiltools.com/polar/csv?polar=xf-naca2411-il-50000

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-9.000,-0.4047,0.10684,0.09945,-0.0207,1.0000,0.2867
-8.750,-0.3821,0.10192,0.09450,-0.0195,1.0000,0.2956
-8.500,-0.4035,0.10086,0.09361,-0.0193,1.0000,0.3045
-8.250,-0.3853,0.09684,0.08957,-0.0180,1.0000,0.3164
-8.000,-0.3799,0.09363,0.08641,-0.0169,1.0000,0.3269
-7.750,-0.3840,0.09121,0.08408,-0.0155,1.0000,0.3403
-7.500,-0.4088,0.09063,0.08368,-0.0135,1.0000,0.3520
-7.250,-0.4048,0.08778,0.08089,-0.0114,1.0000,0.3681
-7.000,-0.3868,0.08383,0.07693,-0.0100,1.0000,0.3814
-6.750,-0.3848,0.08093,0.07409,-0.0080,1.0000,0.3936
-6.500,-0.5108,0.06464,0.05786,-0.0306,1.0000,0.1857
-6.250,-0.5343,0.05500,0.04752,-0.0348,1.0000,0.1618
-6.000,-0.5300,0.05087,0.04301,-0.0340,1.0000,0.1604
-5.750,-0.5229,0.04701,0.03877,-0.0330,1.0000,0.1605
-5.500,-0.5130,0.04333,0.03459,-0.0320,1.0000,0.1609
-5.250,-0.4978,0.04111,0.03250,-0.0304,1.0000,0.1656
-5.000,-0.4834,0.03862,0.02965,-0.0292,1.0000,0.1715
-4.750,-0.4674,0.03575,0.02603,-0.0282,1.0000,0.1763
-4.500,-0.4497,0.03415,0.02455,-0.0268,1.0000,0.1854
-4.250,-0.4310,0.03218,0.02220,-0.0257,1.0000,0.1950
-4.000,-0.4114,0.03071,0.02040,-0.0245,1.0000,0.2082
-3.750,-0.3913,0.02943,0.01896,-0.0234,1.0000,0.2228
-3.500,-0.3713,0.02829,0.01778,-0.0222,1.0000,0.2407
-3.250,-0.3514,0.02727,0.01682,-0.0210,1.0000,0.2612
-3.000,-0.3312,0.02638,0.01582,-0.0199,1.0000,0.2878
-2.750,-0.3107,0.02553,0.01504,-0.0188,1.0000,0.3203
-2.500,-0.2914,0.02471,0.01445,-0.0174,1.0000,0.3589
-2.250,-0.2708,0.02395,0.01390,-0.0163,1.0000,0.4128
-2.000,-0.2512,0.02318,0.01356,-0.0149,1.0000,0.4860
-1.750,-0.2354,0.02229,0.01342,-0.0122,1.0000,0.5996
-1.500,-0.1595,0.02120,0.01318,-0.0195,1.0000,1.0000
-1.250,-0.1448,0.02149,0.01305,-0.0187,1.0000,1.0000
-1.000,-0.1300,0.02185,0.01311,-0.0178,1.0000,1.0000
-0.750,-0.1151,0.02229,0.01329,-0.0169,1.0000,1.0000
-0.500,-0.1000,0.02278,0.01356,-0.0161,1.0000,1.0000
-0.250,-0.0849,0.02333,0.01390,-0.0154,1.0000,1.0000
0.000,-0.0698,0.02393,0.01433,-0.0148,1.0000,1.0000
0.250,-0.0219,0.02520,0.01538,-0.0203,0.9868,1.0000
0.500,0.0286,0.02648,0.01647,-0.0260,0.9718,1.0000
0.750,0.0760,0.02760,0.01744,-0.0310,0.9565,1.0000
1.000,0.1181,0.02855,0.01827,-0.0349,0.9411,1.0000
1.250,0.1592,0.02944,0.01907,-0.0384,0.9257,1.0000
1.500,0.1994,0.03029,0.01985,-0.0416,0.9106,1.0000
1.750,0.2390,0.03108,0.02060,-0.0445,0.8957,1.0000
2.000,0.2744,0.03180,0.02129,-0.0467,0.8805,1.0000
2.250,0.3080,0.03251,0.02199,-0.0484,0.8654,1.0000
2.500,0.3406,0.03320,0.02268,-0.0498,0.8502,1.0000
2.750,0.3722,0.03389,0.02338,-0.0510,0.8352,1.0000
3.000,0.4031,0.03457,0.02409,-0.0520,0.8201,1.0000
3.250,0.4340,0.03524,0.02480,-0.0529,0.8050,1.0000
3.500,0.4646,0.03588,0.02549,-0.0536,0.7898,1.0000
3.750,0.4951,0.03650,0.02619,-0.0542,0.7746,1.0000
4.000,0.5262,0.03707,0.02683,-0.0547,0.7592,1.0000
4.250,0.5579,0.03756,0.02743,-0.0551,0.7436,1.0000
4.500,0.5910,0.03794,0.02792,-0.0555,0.7277,1.0000
4.750,0.6270,0.03809,0.02821,-0.0560,0.7116,1.0000
5.000,0.6680,0.03792,0.02821,-0.0568,0.6953,1.0000
5.250,0.7118,0.03742,0.02789,-0.0574,0.6785,1.0000
5.500,0.7609,0.03637,0.02707,-0.0579,0.6611,1.0000
5.750,0.7982,0.03578,0.02664,-0.0572,0.6413,1.0000
6.000,0.8284,0.03540,0.02641,-0.0556,0.6189,1.0000
6.250,0.8849,0.03323,0.02442,-0.0557,0.5944,1.0000
6.500,0.9256,0.03184,0.02311,-0.0544,0.5656,1.0000
6.750,0.9600,0.03078,0.02207,-0.0524,0.5331,1.0000
7.000,0.9805,0.03048,0.02179,-0.0493,0.4978,1.0000
7.250,1.0033,0.02997,0.02118,-0.0463,0.4573,1.0000
7.500,1.0184,0.02989,0.02096,-0.0425,0.4126,1.0000
7.750,1.0304,0.03008,0.02087,-0.0385,0.3635,1.0000
8.000,1.0394,0.03085,0.02121,-0.0345,0.3144,1.0000
8.250,1.0478,0.03226,0.02229,-0.0309,0.2714,1.0000
8.500,1.0599,0.03403,0.02377,-0.0283,0.2364,1.0000
8.750,1.0775,0.03599,0.02545,-0.0266,0.2088,1.0000
9.000,1.0926,0.03815,0.02771,-0.0246,0.1884,1.0000
9.250,1.1113,0.04047,0.03005,-0.0233,0.1720,1.0000
9.500,1.1289,0.04296,0.03263,-0.0219,0.1594,1.0000
9.750,1.1486,0.04571,0.03540,-0.0210,0.1493,1.0000
10.000,1.1580,0.04835,0.03838,-0.0187,0.1418,1.0000
10.250,1.1722,0.05151,0.04168,-0.0174,0.1355,1.0000
10.500,1.1689,0.05483,0.04549,-0.0141,0.1327,1.0000
10.750,1.1648,0.05815,0.04917,-0.0111,0.1297,1.0000
11.000,1.1885,0.06140,0.05230,-0.0111,0.1238,1.0000
11.250,1.1757,0.06516,0.05641,-0.0078,0.1227,1.0000
11.500,1.1566,0.06887,0.06045,-0.0044,0.1224,1.0000
11.750,1.1350,0.07268,0.06450,-0.0011,0.1225,1.0000
12.000,1.1129,0.07696,0.06898,0.0011,0.1228,1.0000
12.250,1.0907,0.08179,0.07397,0.0022,0.1232,1.0000
