Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-naca0018-il-1000000
Airfoil,naca0018-il
Reynolds number,1000000
Ncrit,9
Mach,0
Max Cl/Cd,77.8895
Max Cl/Cd alpha,10
Url,http://airfoiltools.com/polar/csv?polar=xf-naca0018-il-1000000

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-19.500,-1.3288,0.08320,0.07879,-0.0285,1.0000,0.0371
-19.250,-1.3394,0.07849,0.07398,-0.0302,1.0000,0.0374
-19.000,-1.3552,0.07319,0.06859,-0.0321,1.0000,0.0377
-18.750,-1.3684,0.06829,0.06362,-0.0337,1.0000,0.0381
-18.500,-1.3790,0.06378,0.05903,-0.0351,1.0000,0.0385
-18.250,-1.3871,0.05966,0.05483,-0.0363,1.0000,0.0388
-18.000,-1.3931,0.05589,0.05098,-0.0373,1.0000,0.0392
-17.750,-1.3969,0.05241,0.04742,-0.0382,1.0000,0.0396
-17.500,-1.3987,0.04925,0.04418,-0.0388,1.0000,0.0400
-17.250,-1.3989,0.04635,0.04121,-0.0393,1.0000,0.0405
-17.000,-1.3974,0.04369,0.03847,-0.0397,1.0000,0.0409
-16.750,-1.3944,0.04125,0.03596,-0.0399,1.0000,0.0413
-16.500,-1.3892,0.03910,0.03372,-0.0400,1.0000,0.0417
-16.250,-1.3910,0.03635,0.03091,-0.0399,1.0000,0.0424
-16.000,-1.3894,0.03399,0.02850,-0.0397,1.0000,0.0431
-15.750,-1.3846,0.03203,0.02649,-0.0393,1.0000,0.0439
-15.500,-1.3778,0.03032,0.02474,-0.0388,1.0000,0.0447
-15.250,-1.3688,0.02884,0.02321,-0.0382,1.0000,0.0455
-15.000,-1.3579,0.02756,0.02187,-0.0376,1.0000,0.0463
-14.750,-1.3492,0.02617,0.02043,-0.0368,1.0000,0.0474
-14.500,-1.3414,0.02478,0.01902,-0.0357,1.0000,0.0486
-14.250,-1.3308,0.02365,0.01786,-0.0346,1.0000,0.0498
-14.000,-1.3183,0.02269,0.01687,-0.0335,1.0000,0.0512
-13.750,-1.3049,0.02184,0.01596,-0.0324,1.0000,0.0524
-13.500,-1.2945,0.02083,0.01496,-0.0309,1.0000,0.0543
-13.250,-1.2815,0.02004,0.01415,-0.0295,1.0000,0.0561
-13.000,-1.2663,0.01942,0.01349,-0.0282,1.0000,0.0579
-12.750,-1.2544,0.01865,0.01273,-0.0264,1.0000,0.0602
-12.500,-1.2407,0.01804,0.01211,-0.0247,1.0000,0.0626
-12.250,-1.2261,0.01754,0.01159,-0.0230,1.0000,0.0649
-12.000,-1.2153,0.01697,0.01104,-0.0205,1.0000,0.0677
-11.750,-1.2048,0.01657,0.01062,-0.0177,1.0000,0.0703
-11.500,-1.1991,0.01622,0.01027,-0.0139,1.0000,0.0725
-11.250,-1.2027,0.01594,0.00999,-0.0082,1.0000,0.0747
-11.000,-1.2083,0.01575,0.00979,-0.0020,1.0000,0.0766
-10.750,-1.1948,0.01549,0.00950,0.0005,0.9995,0.0792
-10.500,-1.1641,0.01497,0.00903,-0.0006,0.9978,0.0838
-10.250,-1.1316,0.01459,0.00865,-0.0020,0.9959,0.0879
-10.000,-1.0994,0.01413,0.00823,-0.0033,0.9942,0.0931
-9.750,-1.0657,0.01376,0.00787,-0.0049,0.9928,0.0980
-9.500,-1.0346,0.01334,0.00750,-0.0060,0.9907,0.1039
-9.250,-1.0038,0.01297,0.00715,-0.0069,0.9877,0.1098
-9.000,-0.9711,0.01260,0.00682,-0.0082,0.9853,0.1161
-8.750,-0.9375,0.01220,0.00648,-0.0097,0.9834,0.1236
-8.500,-0.9031,0.01186,0.00617,-0.0113,0.9815,0.1309
-8.250,-0.8703,0.01151,0.00586,-0.0126,0.9791,0.1393
-8.000,-0.8446,0.01118,0.00559,-0.0122,0.9726,0.1476
-7.750,-0.8157,0.01089,0.00532,-0.0125,0.9677,0.1560
-7.500,-0.7902,0.01059,0.00507,-0.0121,0.9610,0.1654
-7.250,-0.7656,0.01032,0.00483,-0.0114,0.9533,0.1743
-6.750,-0.7170,0.00981,0.00440,-0.0099,0.9362,0.1958
-6.500,-0.6927,0.00956,0.00419,-0.0091,0.9270,0.2076
-6.250,-0.6677,0.00936,0.00400,-0.0085,0.9172,0.2182
-6.000,-0.6424,0.00915,0.00383,-0.0079,0.9068,0.2295
-5.750,-0.6173,0.00894,0.00364,-0.0072,0.8961,0.2413
-5.500,-0.5913,0.00877,0.00348,-0.0068,0.8844,0.2526
-5.250,-0.5653,0.00861,0.00333,-0.0063,0.8726,0.2647
-5.000,-0.5396,0.00844,0.00318,-0.0058,0.8598,0.2777
-4.750,-0.5132,0.00829,0.00304,-0.0054,0.8465,0.2899
-4.500,-0.4865,0.00818,0.00292,-0.0050,0.8332,0.3019
-4.000,-0.4337,0.00792,0.00268,-0.0042,0.8039,0.3281
-3.750,-0.4067,0.00783,0.00258,-0.0040,0.7890,0.3408
-3.500,-0.3802,0.00773,0.00248,-0.0036,0.7739,0.3548
-3.000,-0.3264,0.00756,0.00231,-0.0030,0.7424,0.3822
-2.750,-0.2992,0.00750,0.00224,-0.0027,0.7268,0.3958
-2.500,-0.2725,0.00743,0.00217,-0.0024,0.7111,0.4105
