Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-n2415-il-100000
Airfoil,n2415-il
Reynolds number,100000
Ncrit,9
Mach,0
Max Cl/Cd,46.5929
Max Cl/Cd alpha,7.5
Url,http://airfoiltools.com/polar/csv?polar=xf-n2415-il-100000

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-11.750,-0.6507,0.07798,0.07213,-0.0617,1.0000,0.1023
-11.500,-0.6802,0.07054,0.06463,-0.0652,1.0000,0.1016
-11.250,-0.7174,0.06446,0.05847,-0.0663,1.0000,0.1008
-11.000,-0.7559,0.06033,0.05425,-0.0633,1.0000,0.1002
-10.750,-0.7902,0.05646,0.05019,-0.0593,1.0000,0.0999
-10.500,-0.8179,0.05276,0.04623,-0.0550,1.0000,0.1001
-10.250,-0.8397,0.04933,0.04246,-0.0505,1.0000,0.1007
-10.000,-0.8564,0.04619,0.03887,-0.0461,1.0000,0.1017
-9.750,-0.8595,0.04342,0.03584,-0.0428,1.0000,0.1032
-9.500,-0.8450,0.04206,0.03458,-0.0411,1.0000,0.1055
-9.250,-0.8361,0.04057,0.03300,-0.0388,1.0000,0.1081
-9.000,-0.8320,0.03863,0.03076,-0.0359,1.0000,0.1109
-8.750,-0.8294,0.03657,0.02818,-0.0327,1.0000,0.1137
-8.500,-0.8155,0.03484,0.02646,-0.0310,1.0000,0.1166
-8.250,-0.8003,0.03383,0.02543,-0.0293,1.0000,0.1204
-8.000,-0.7879,0.03250,0.02382,-0.0272,1.0000,0.1247
-7.750,-0.7732,0.03099,0.02214,-0.0255,1.0000,0.1289
-7.500,-0.7559,0.03015,0.02134,-0.0241,1.0000,0.1336
-7.250,-0.7399,0.02918,0.02007,-0.0224,1.0000,0.1395
-7.000,-0.7213,0.02811,0.01909,-0.0212,1.0000,0.1449
-6.750,-0.7031,0.02742,0.01828,-0.0199,1.0000,0.1518
-6.500,-0.6838,0.02653,0.01737,-0.0189,1.0000,0.1588
-6.250,-0.6645,0.02597,0.01675,-0.0178,1.0000,0.1672
-6.000,-0.6448,0.02527,0.01609,-0.0168,1.0000,0.1757
-5.750,-0.6254,0.02483,0.01547,-0.0158,1.0000,0.1862
-5.500,-0.6056,0.02427,0.01511,-0.0150,1.0000,0.1963
-5.250,-0.5858,0.02379,0.01464,-0.0141,1.0000,0.2081
-5.000,-0.5661,0.02343,0.01425,-0.0133,1.0000,0.2216
-4.750,-0.5279,0.02309,0.01401,-0.0159,0.9951,0.2406
-4.500,-0.4845,0.02281,0.01385,-0.0195,0.9876,0.2635
-4.250,-0.4395,0.02261,0.01366,-0.0233,0.9805,0.2910
-4.000,-0.3989,0.02228,0.01354,-0.0262,0.9718,0.3178
-3.750,-0.3591,0.02201,0.01337,-0.0290,0.9630,0.3485
-3.500,-0.3148,0.02174,0.01324,-0.0324,0.9555,0.3840
-3.250,-0.2801,0.02141,0.01313,-0.0340,0.9449,0.4178
-3.000,-0.2369,0.02111,0.01304,-0.0370,0.9374,0.4597
-2.750,-0.2030,0.02081,0.01298,-0.0382,0.9265,0.5007
-2.500,-0.1674,0.02054,0.01294,-0.0394,0.9168,0.5474
-2.250,-0.1284,0.02023,0.01289,-0.0411,0.9081,0.5999
-2.000,-0.0976,0.02003,0.01291,-0.0411,0.8971,0.6521
-1.750,-0.0560,0.01974,0.01284,-0.0426,0.8900,0.7094
-1.500,-0.0280,0.01967,0.01296,-0.0415,0.8786,0.7578
-1.250,0.0136,0.01948,0.01286,-0.0424,0.8721,0.8078
-1.000,0.0433,0.01955,0.01300,-0.0412,0.8608,0.8485
-0.750,0.0916,0.01945,0.01288,-0.0432,0.8544,0.8852
-0.500,0.1401,0.01954,0.01293,-0.0458,0.8447,0.9145
-0.250,0.2043,0.01938,0.01269,-0.0513,0.8376,0.9370
0.000,0.2751,0.01918,0.01241,-0.0586,0.8291,0.9537
0.250,0.3450,0.01880,0.01195,-0.0660,0.8189,0.9691
0.500,0.4104,0.01843,0.01151,-0.0730,0.8060,0.9846
0.750,0.4757,0.01790,0.01090,-0.0800,0.7934,0.9992
1.000,0.4986,0.01760,0.01050,-0.0793,0.7794,1.0000
1.250,0.5163,0.01750,0.01034,-0.0778,0.7635,1.0000
1.500,0.5349,0.01745,0.01022,-0.0763,0.7482,1.0000
1.750,0.5544,0.01742,0.01012,-0.0749,0.7339,1.0000
2.000,0.5761,0.01736,0.00997,-0.0736,0.7208,1.0000
2.250,0.5971,0.01737,0.00990,-0.0723,0.7070,1.0000
2.500,0.6159,0.01750,0.00999,-0.0706,0.6922,1.0000
2.750,0.6362,0.01763,0.01005,-0.0691,0.6783,1.0000
3.000,0.6588,0.01771,0.01005,-0.0679,0.6654,1.0000
3.250,0.6808,0.01782,0.01008,-0.0666,0.6519,1.0000
3.500,0.7000,0.01804,0.01028,-0.0649,0.6373,1.0000
3.750,0.7210,0.01824,0.01044,-0.0634,0.6234,1.0000
4.000,0.7441,0.01840,0.01051,-0.0622,0.6102,1.0000
4.250,0.7669,0.01857,0.01060,-0.0610,0.5965,1.0000
4.500,0.7864,0.01883,0.01088,-0.0593,0.5816,1.0000
4.750,0.8072,0.01909,0.01110,-0.0578,0.5671,1.0000
5.000,0.8292,0.01932,0.01127,-0.0564,0.5527,1.0000
5.250,0.8524,0.01952,0.01139,-0.0552,0.5384,1.0000
5.500,0.8741,0.01975,0.01156,-0.0538,0.5232,1.0000
5.750,0.8937,0.02003,0.01183,-0.0520,0.5071,1.0000
6.000,0.9138,0.02031,0.01211,-0.0504,0.4911,1.0000
6.250,0.9341,0.02059,0.01237,-0.0488,0.4748,1.0000
6.500,0.9545,0.02088,0.01262,-0.0472,0.4583,1.0000
6.750,0.9745,0.02117,0.01289,-0.0456,0.4414,1.0000
7.000,0.9941,0.02148,0.01316,-0.0439,0.4240,1.0000
7.250,1.0130,0.02179,0.01344,-0.0421,0.4061,1.0000
7.500,1.0311,0.02213,0.01375,-0.0403,0.3877,1.0000
7.750,1.0484,0.02251,0.01408,-0.0383,0.3688,1.0000
8.000,1.0649,0.02292,0.01444,-0.0363,0.3496,1.0000
8.250,1.0807,0.02341,0.01485,-0.0342,0.3303,1.0000
8.500,1.0960,0.02398,0.01531,-0.0321,0.3110,1.0000
8.750,1.1093,0.02465,0.01592,-0.0297,0.2914,1.0000
9.000,1.1215,0.02539,0.01663,-0.0273,0.2721,1.0000
9.250,1.1333,0.02621,0.01739,-0.0249,0.2538,1.0000
9.500,1.1446,0.02711,0.01822,-0.0224,0.2367,1.0000
9.750,1.1555,0.02808,0.01912,-0.0201,0.2209,1.0000
10.000,1.1664,0.02912,0.02009,-0.0177,0.2066,1.0000
10.250,1.1771,0.03020,0.02106,-0.0155,0.1938,1.0000
10.500,1.1872,0.03129,0.02209,-0.0131,0.1821,1.0000
10.750,1.1956,0.03250,0.02336,-0.0107,0.1713,1.0000
11.000,1.2077,0.03382,0.02464,-0.0089,0.1618,1.0000
11.250,1.2215,0.03505,0.02577,-0.0074,0.1529,1.0000
11.500,1.2295,0.03652,0.02738,-0.0052,0.1452,1.0000
11.750,1.2507,0.03795,0.02861,-0.0048,0.1374,1.0000
12.000,1.2531,0.03948,0.03041,-0.0021,0.1317,1.0000
12.250,1.2799,0.04099,0.03164,-0.0024,0.1247,1.0000
12.500,1.2781,0.04273,0.03374,0.0005,0.1207,1.0000
12.750,1.2876,0.04430,0.03536,0.0021,0.1159,1.0000
13.000,1.3072,0.04615,0.03716,0.0025,0.1112,1.0000
13.250,1.3049,0.04826,0.03956,0.0049,0.1080,1.0000
13.500,1.3095,0.05017,0.04158,0.0065,0.1046,1.0000
13.750,1.3345,0.05206,0.04333,0.0063,0.1005,1.0000
14.000,1.3214,0.05477,0.04640,0.0089,0.0988,1.0000
14.250,1.3119,0.05767,0.04959,0.0108,0.0969,1.0000
14.500,1.3078,0.06041,0.05251,0.0120,0.0947,1.0000
