Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-naca2410-il-200000
Airfoil,naca2410-il
Reynolds number,200000
Ncrit,9
Mach,0
Max Cl/Cd,67.2652
Max Cl/Cd alpha,5.25
Url,http://airfoiltools.com/polar/csv?polar=xf-naca2410-il-200000

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-11.250,-0.3936,0.11300,0.10942,-0.0212,1.0000,0.0626
-11.000,-0.3908,0.10977,0.10620,-0.0218,1.0000,0.0651
-10.750,-0.5323,0.11221,0.10849,-0.0161,1.0000,0.0601
-10.500,-0.5207,0.10975,0.10602,-0.0149,1.0000,0.0616
-10.250,-0.5144,0.10664,0.10291,-0.0154,1.0000,0.0635
-10.000,-0.4153,0.09108,0.08760,-0.0291,1.0000,0.0730
-9.750,-0.4053,0.08850,0.08503,-0.0280,1.0000,0.0750
-9.500,-0.4044,0.08480,0.08134,-0.0286,1.0000,0.0772
-9.250,-0.4099,0.08027,0.07683,-0.0302,1.0000,0.0798
-9.000,-0.6155,0.05953,0.05580,-0.0500,1.0000,0.0466
-8.750,-0.6276,0.05395,0.05008,-0.0505,1.0000,0.0457
-8.500,-0.6408,0.04803,0.04387,-0.0499,1.0000,0.0450
-8.250,-0.6495,0.04243,0.03787,-0.0484,1.0000,0.0450
-8.000,-0.6516,0.03762,0.03256,-0.0463,1.0000,0.0454
-7.750,-0.6474,0.03363,0.02804,-0.0441,1.0000,0.0461
-7.500,-0.6367,0.03108,0.02496,-0.0419,1.0000,0.0473
-7.250,-0.6259,0.02760,0.02116,-0.0404,1.0000,0.0495
-7.000,-0.6080,0.02652,0.02005,-0.0391,1.0000,0.0518
-6.750,-0.5898,0.02503,0.01832,-0.0377,1.0000,0.0541
-6.500,-0.5707,0.02382,0.01679,-0.0362,1.0000,0.0569
-6.250,-0.5509,0.02243,0.01507,-0.0349,1.0000,0.0593
-6.000,-0.5302,0.02077,0.01335,-0.0341,1.0000,0.0620
-5.750,-0.5089,0.02010,0.01261,-0.0331,1.0000,0.0653
-5.500,-0.4867,0.01934,0.01169,-0.0321,1.0000,0.0682
-5.250,-0.4640,0.01871,0.01088,-0.0312,1.0000,0.0705
-5.000,-0.4408,0.01748,0.00963,-0.0307,1.0000,0.0741
-4.750,-0.4175,0.01688,0.00903,-0.0300,1.0000,0.0774
-4.500,-0.3935,0.01634,0.00842,-0.0294,1.0000,0.0810
-4.250,-0.3694,0.01583,0.00784,-0.0289,1.0000,0.0852
-4.000,-0.3456,0.01525,0.00735,-0.0286,1.0000,0.0916
-3.750,-0.3072,0.01462,0.00675,-0.0309,0.9966,0.1021
-3.500,-0.2664,0.01403,0.00625,-0.0339,0.9925,0.1262
-3.250,-0.2262,0.01339,0.00589,-0.0368,0.9877,0.1752
-3.000,-0.1855,0.01293,0.00570,-0.0399,0.9829,0.2355
-2.750,-0.1461,0.01250,0.00553,-0.0427,0.9768,0.2996
-2.500,-0.1068,0.01206,0.00539,-0.0453,0.9711,0.3740
-2.250,-0.0695,0.01143,0.00529,-0.0476,0.9648,0.4935
-2.000,-0.0338,0.01076,0.00529,-0.0490,0.9593,0.6532
-1.750,-0.0021,0.01032,0.00529,-0.0490,0.9518,0.7741
-1.500,0.0370,0.01009,0.00529,-0.0500,0.9481,0.8762
-1.250,0.0814,0.01004,0.00525,-0.0525,0.9416,0.9461
-1.000,0.1439,0.00994,0.00509,-0.0592,0.9391,0.9857
-0.750,0.2034,0.00976,0.00482,-0.0657,0.9353,1.0000
-0.500,0.2357,0.00959,0.00458,-0.0664,0.9227,1.0000
-0.250,0.2659,0.00943,0.00435,-0.0666,0.9095,1.0000
0.000,0.2938,0.00929,0.00415,-0.0663,0.8952,1.0000
0.250,0.3200,0.00918,0.00397,-0.0656,0.8797,1.0000
0.500,0.3453,0.00910,0.00382,-0.0647,0.8633,1.0000
0.750,0.3704,0.00904,0.00370,-0.0637,0.8461,1.0000
1.000,0.3954,0.00902,0.00359,-0.0627,0.8285,1.0000
1.250,0.4200,0.00904,0.00353,-0.0616,0.8096,1.0000
1.500,0.4445,0.00909,0.00350,-0.0606,0.7893,1.0000
1.750,0.4693,0.00916,0.00348,-0.0597,0.7693,1.0000
2.000,0.4941,0.00926,0.00349,-0.0587,0.7492,1.0000
2.250,0.5187,0.00938,0.00354,-0.0578,0.7276,1.0000
2.500,0.5436,0.00952,0.00358,-0.0569,0.7071,1.0000
2.750,0.5684,0.00968,0.00367,-0.0561,0.6862,1.0000
3.000,0.5932,0.00985,0.00377,-0.0552,0.6646,1.0000
3.250,0.6180,0.01005,0.00386,-0.0544,0.6433,1.0000
3.500,0.6423,0.01023,0.00400,-0.0535,0.6187,1.0000
3.750,0.6668,0.01044,0.00412,-0.0526,0.5952,1.0000
4.000,0.6911,0.01066,0.00427,-0.0517,0.5702,1.0000
4.250,0.7151,0.01089,0.00444,-0.0508,0.5430,1.0000
4.500,0.7387,0.01115,0.00460,-0.0499,0.5135,1.0000
4.750,0.7623,0.01142,0.00479,-0.0489,0.4837,1.0000
5.000,0.7860,0.01171,0.00502,-0.0481,0.4540,1.0000
5.250,0.8092,0.01203,0.00526,-0.0472,0.4204,1.0000
5.500,0.8318,0.01242,0.00553,-0.0462,0.3825,1.0000
5.750,0.8537,0.01290,0.00586,-0.0451,0.3375,1.0000
6.000,0.8740,0.01355,0.00628,-0.0439,0.2798,1.0000
6.250,0.8916,0.01455,0.00688,-0.0425,0.2040,1.0000
6.500,0.9062,0.01601,0.00782,-0.0407,0.1264,1.0000
6.750,0.9231,0.01725,0.00883,-0.0390,0.0965,1.0000
7.000,0.9421,0.01822,0.00977,-0.0377,0.0849,1.0000
7.250,0.9591,0.01941,0.01087,-0.0361,0.0781,1.0000
7.500,0.9803,0.02018,0.01175,-0.0349,0.0741,1.0000
7.750,1.0006,0.02105,0.01264,-0.0338,0.0701,1.0000
8.000,1.0186,0.02240,0.01393,-0.0324,0.0662,1.0000
8.250,1.0399,0.02343,0.01506,-0.0314,0.0638,1.0000
8.500,1.0613,0.02435,0.01610,-0.0304,0.0609,1.0000
8.750,1.0820,0.02532,0.01711,-0.0294,0.0578,1.0000
9.000,1.1028,0.02701,0.01876,-0.0287,0.0549,1.0000
9.250,1.1235,0.02844,0.02038,-0.0277,0.0525,1.0000
9.500,1.1436,0.02960,0.02173,-0.0266,0.0499,1.0000
9.750,1.1626,0.03083,0.02308,-0.0255,0.0473,1.0000
10.000,1.1818,0.03268,0.02490,-0.0248,0.0446,1.0000
10.250,1.1973,0.03514,0.02766,-0.0234,0.0427,1.0000
10.500,1.2111,0.03687,0.02970,-0.0216,0.0409,1.0000
10.750,1.2238,0.03857,0.03162,-0.0199,0.0388,1.0000
11.000,1.2361,0.04000,0.03316,-0.0183,0.0370,1.0000
11.250,1.2478,0.04266,0.03588,-0.0172,0.0354,1.0000
11.500,1.2451,0.04728,0.04089,-0.0146,0.0345,1.0000
11.750,1.2394,0.04942,0.04337,-0.0111,0.0340,1.0000
12.000,1.2283,0.05198,0.04625,-0.0075,0.0335,1.0000
12.250,1.2140,0.05501,0.04958,-0.0045,0.0332,1.0000
12.500,1.1974,0.05852,0.05338,-0.0024,0.0329,1.0000
12.750,1.1785,0.06262,0.05774,-0.0014,0.0326,1.0000
13.000,1.1572,0.06742,0.06279,-0.0015,0.0326,1.0000
13.250,1.1338,0.07304,0.06865,-0.0030,0.0326,1.0000
13.500,1.1081,0.07966,0.07548,-0.0058,0.0328,1.0000
13.750,1.0810,0.08726,0.08327,-0.0099,0.0332,1.0000
14.000,1.0529,0.09590,0.09207,-0.0150,0.0337,1.0000
14.250,1.0245,0.10545,0.10173,-0.0206,0.0342,1.0000
14.500,0.6680,0.14879,0.14542,-0.0292,0.0778,1.0000
