Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-naca2410-il-1000000
Airfoil,naca2410-il
Reynolds number,1000000
Ncrit,9
Mach,0
Max Cl/Cd,98.4718
Max Cl/Cd alpha,3.75
Url,http://airfoiltools.com/polar/csv?polar=xf-naca2410-il-1000000

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-15.000,-1.0113,0.07601,0.07376,-0.0290,1.0000,0.0088
-14.750,-1.0707,0.06077,0.05831,-0.0388,1.0000,0.0084
-14.500,-1.0990,0.04855,0.04588,-0.0492,1.0000,0.0083
-14.250,-1.1169,0.03930,0.03639,-0.0596,1.0000,0.0082
-14.000,-1.1355,0.03436,0.03122,-0.0623,1.0000,0.0083
-13.750,-1.1483,0.03120,0.02784,-0.0608,1.0000,0.0084
-13.500,-1.1470,0.02874,0.02521,-0.0597,1.0000,0.0086
-13.250,-1.1370,0.02706,0.02341,-0.0587,1.0000,0.0089
-13.000,-1.1225,0.02580,0.02205,-0.0579,1.0000,0.0091
-12.750,-1.1061,0.02473,0.02088,-0.0570,1.0000,0.0094
-12.500,-1.0891,0.02369,0.01974,-0.0562,1.0000,0.0096
-12.250,-1.0717,0.02270,0.01864,-0.0552,1.0000,0.0099
-12.000,-1.0542,0.02174,0.01756,-0.0541,1.0000,0.0102
-11.750,-1.0364,0.02087,0.01657,-0.0529,1.0000,0.0105
-11.500,-1.0177,0.02013,0.01573,-0.0517,1.0000,0.0107
-11.250,-1.0026,0.01894,0.01438,-0.0501,1.0000,0.0110
-11.000,-0.9873,0.01780,0.01313,-0.0484,1.0000,0.0117
-10.750,-0.9684,0.01713,0.01241,-0.0471,1.0000,0.0122
-10.500,-0.9489,0.01659,0.01181,-0.0458,1.0000,0.0126
-10.250,-0.9292,0.01607,0.01122,-0.0444,1.0000,0.0132
-10.000,-0.9092,0.01560,0.01068,-0.0431,1.0000,0.0137
-9.750,-0.8885,0.01525,0.01026,-0.0419,1.0000,0.0141
-9.500,-0.8707,0.01438,0.00932,-0.0403,1.0000,0.0154
-9.250,-0.8497,0.01404,0.00898,-0.0392,1.0000,0.0164
-9.000,-0.8227,0.01373,0.00863,-0.0393,0.9995,0.0174
-8.750,-0.7897,0.01344,0.00829,-0.0405,0.9983,0.0183
-8.500,-0.7577,0.01282,0.00765,-0.0417,0.9970,0.0202
-8.250,-0.7238,0.01265,0.00748,-0.0432,0.9958,0.0218
-8.000,-0.6892,0.01253,0.00735,-0.0447,0.9948,0.0232
-7.750,-0.6567,0.01203,0.00679,-0.0459,0.9934,0.0250
-7.500,-0.6240,0.01175,0.00652,-0.0471,0.9913,0.0267
-7.250,-0.5896,0.01153,0.00629,-0.0486,0.9893,0.0283
-7.000,-0.5542,0.01138,0.00611,-0.0503,0.9877,0.0297
-6.750,-0.5195,0.01093,0.00561,-0.0519,0.9863,0.0312
-6.500,-0.4850,0.01042,0.00509,-0.0535,0.9852,0.0334
-6.250,-0.4522,0.01016,0.00483,-0.0547,0.9829,0.0351
-6.000,-0.4204,0.00991,0.00455,-0.0555,0.9797,0.0365
-5.750,-0.3876,0.00968,0.00430,-0.0566,0.9770,0.0376
-5.500,-0.3551,0.00940,0.00398,-0.0576,0.9744,0.0386
-5.250,-0.3277,0.00896,0.00350,-0.0575,0.9687,0.0410
-5.000,-0.2986,0.00868,0.00321,-0.0577,0.9637,0.0430
-4.750,-0.2708,0.00846,0.00297,-0.0576,0.9576,0.0450
-4.500,-0.2435,0.00826,0.00275,-0.0573,0.9506,0.0467
