Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-naca2410-il-100000
Airfoil,naca2410-il
Reynolds number,100000
Ncrit,9
Mach,0
Max Cl/Cd,51.7564
Max Cl/Cd alpha,6
Url,http://airfoiltools.com/polar/csv?polar=xf-naca2410-il-100000

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-9.250,-0.4926,0.10044,0.09529,-0.0166,1.0000,0.1359
-9.000,-0.5244,0.09690,0.09192,-0.0249,1.0000,0.1412
-8.750,-0.5087,0.09219,0.08720,-0.0225,1.0000,0.1440
-8.500,-0.4935,0.08934,0.08431,-0.0206,1.0000,0.1496
-8.250,-0.5189,0.08540,0.08053,-0.0266,1.0000,0.1553
-8.000,-0.5171,0.08102,0.07618,-0.0269,1.0000,0.1593
-7.750,-0.5088,0.07839,0.07356,-0.0260,1.0000,0.1677
-7.500,-0.5812,0.05456,0.04896,-0.0447,1.0000,0.0992
-7.250,-0.5721,0.05033,0.04461,-0.0437,1.0000,0.0958
-7.000,-0.5676,0.04563,0.03963,-0.0428,1.0000,0.0941
-6.750,-0.5621,0.04058,0.03413,-0.0416,1.0000,0.0916
-6.500,-0.5517,0.03648,0.02953,-0.0403,1.0000,0.0913
-6.250,-0.5374,0.03360,0.02618,-0.0388,1.0000,0.0941
-6.000,-0.5206,0.03084,0.02287,-0.0374,1.0000,0.0959
-5.750,-0.5015,0.02888,0.02029,-0.0360,1.0000,0.0980
-5.500,-0.4818,0.02675,0.01817,-0.0353,1.0000,0.1024
-5.250,-0.4602,0.02529,0.01651,-0.0342,1.0000,0.1058
-5.000,-0.4375,0.02387,0.01477,-0.0333,1.0000,0.1094
-4.750,-0.4146,0.02256,0.01329,-0.0325,1.0000,0.1149
-4.500,-0.3916,0.02158,0.01226,-0.0317,1.0000,0.1209
-4.250,-0.3673,0.02064,0.01109,-0.0309,1.0000,0.1272
-4.000,-0.3436,0.01960,0.01019,-0.0303,1.0000,0.1361
-3.750,-0.3197,0.01882,0.00947,-0.0298,1.0000,0.1508
-3.500,-0.2953,0.01802,0.00876,-0.0294,1.0000,0.1740
-3.250,-0.2709,0.01722,0.00821,-0.0290,1.0000,0.2105
-3.000,-0.2467,0.01657,0.00785,-0.0288,1.0000,0.2649
-2.750,-0.2228,0.01598,0.00764,-0.0286,1.0000,0.3339
-2.500,-0.1991,0.01536,0.00755,-0.0283,1.0000,0.4284
-2.250,-0.1771,0.01470,0.00763,-0.0274,1.0000,0.5734
-2.000,-0.1602,0.01420,0.00788,-0.0242,1.0000,0.7531
-1.750,-0.1292,0.01404,0.00804,-0.0237,1.0000,1.0000
-1.500,-0.1095,0.01428,0.00804,-0.0233,1.0000,1.0000
-1.250,-0.0755,0.01461,0.00815,-0.0257,0.9961,1.0000
-1.000,-0.0239,0.01498,0.00828,-0.0311,0.9866,1.0000
-0.750,0.0262,0.01528,0.00841,-0.0361,0.9763,1.0000
-0.500,0.0746,0.01551,0.00850,-0.0407,0.9651,1.0000
-0.250,0.1214,0.01569,0.00857,-0.0448,0.9532,1.0000
0.000,0.1682,0.01580,0.00860,-0.0488,0.9414,1.0000
0.250,0.2227,0.01581,0.00855,-0.0541,0.9325,1.0000
0.500,0.2669,0.01577,0.00848,-0.0573,0.9192,1.0000
0.750,0.3095,0.01569,0.00839,-0.0600,0.9060,1.0000
1.000,0.3504,0.01557,0.00826,-0.0621,0.8926,1.0000
1.250,0.3889,0.01541,0.00810,-0.0637,0.8787,1.0000
1.500,0.4245,0.01524,0.00794,-0.0645,0.8640,1.0000
1.750,0.4574,0.01509,0.00779,-0.0648,0.8484,1.0000
2.000,0.4880,0.01495,0.00767,-0.0645,0.8321,1.0000
2.250,0.5173,0.01484,0.00754,-0.0639,0.8153,1.0000
2.500,0.5455,0.01475,0.00744,-0.0631,0.7980,1.0000
2.750,0.5715,0.01476,0.00745,-0.0620,0.7789,1.0000
3.000,0.5966,0.01482,0.00750,-0.0608,0.7587,1.0000
3.250,0.6225,0.01486,0.00751,-0.0597,0.7390,1.0000
3.500,0.6487,0.01492,0.00754,-0.0586,0.7195,1.0000
3.750,0.6726,0.01509,0.00771,-0.0573,0.6967,1.0000
4.000,0.6980,0.01518,0.00774,-0.0560,0.6749,1.0000
4.250,0.7215,0.01535,0.00791,-0.0546,0.6496,1.0000
4.500,0.7457,0.01550,0.00802,-0.0532,0.6249,1.0000
4.750,0.7696,0.01569,0.00817,-0.0519,0.5994,1.0000
5.000,0.7922,0.01588,0.00834,-0.0504,0.5700,1.0000
5.250,0.8137,0.01604,0.00840,-0.0486,0.5353,1.0000
5.500,0.8342,0.01625,0.00855,-0.0468,0.4961,1.0000
5.750,0.8551,0.01655,0.00877,-0.0451,0.4588,1.0000
6.000,0.8752,0.01691,0.00911,-0.0435,0.4161,1.0000
6.250,0.8931,0.01743,0.00947,-0.0415,0.3588,1.0000
6.500,0.9062,0.01847,0.01005,-0.0391,0.2706,1.0000
6.750,0.9145,0.02041,0.01126,-0.0362,0.1828,1.0000
7.000,0.9267,0.02225,0.01267,-0.0339,0.1457,1.0000
7.250,0.9444,0.02374,0.01407,-0.0322,0.1279,1.0000
7.500,0.9643,0.02527,0.01545,-0.0309,0.1170,1.0000
7.750,0.9862,0.02654,0.01672,-0.0299,0.1080,1.0000
8.000,1.0105,0.02827,0.01845,-0.0293,0.1021,1.0000
8.250,1.0349,0.02982,0.02016,-0.0286,0.0970,1.0000
8.500,1.0609,0.03209,0.02226,-0.0287,0.0915,1.0000
8.750,1.0823,0.03371,0.02425,-0.0274,0.0879,1.0000
9.000,1.1038,0.03566,0.02646,-0.0264,0.0841,1.0000
9.250,1.1247,0.03768,0.02851,-0.0258,0.0798,1.0000
9.500,1.1418,0.04090,0.03203,-0.0246,0.0772,1.0000
9.750,1.1528,0.04335,0.03505,-0.0223,0.0749,1.0000
10.000,1.1622,0.04594,0.03805,-0.0202,0.0720,1.0000
10.250,1.1719,0.04876,0.04116,-0.0183,0.0698,1.0000
10.500,1.1830,0.05184,0.04442,-0.0169,0.0680,1.0000
10.750,1.1890,0.05631,0.04903,-0.0157,0.0661,1.0000
11.000,1.1804,0.06064,0.05376,-0.0129,0.0653,1.0000
11.250,1.1669,0.06407,0.05760,-0.0097,0.0649,1.0000
11.500,1.1497,0.06782,0.06167,-0.0067,0.0648,1.0000
11.750,1.1301,0.07183,0.06591,-0.0042,0.0650,1.0000
12.000,1.1111,0.07654,0.07080,-0.0029,0.0653,1.0000
