Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-naca2424-il-100000
Airfoil,naca2424-il
Reynolds number,100000
Ncrit,9
Mach,0
Max Cl/Cd,36.8182
Max Cl/Cd alpha,6.75
Url,http://airfoiltools.com/polar/csv?polar=xf-naca2424-il-100000

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-13.750,-0.7964,0.07244,0.06551,-0.0680,1.0000,0.1908
-13.500,-0.8535,0.06598,0.05894,-0.0663,1.0000,0.1923
-13.250,-0.8988,0.06163,0.05450,-0.0632,1.0000,0.1937
-13.000,-0.9552,0.05746,0.05017,-0.0584,1.0000,0.1948
-12.750,-0.9889,0.05514,0.04775,-0.0535,1.0000,0.1965
-12.500,-1.0261,0.05302,0.04551,-0.0477,1.0000,0.1980
-12.250,-1.0666,0.05114,0.04348,-0.0407,1.0000,0.1995
-12.000,-1.1075,0.04959,0.04177,-0.0327,1.0000,0.2007
-11.750,-1.1488,0.04839,0.04039,-0.0238,1.0000,0.2018
-11.500,-1.1879,0.04725,0.03904,-0.0148,1.0000,0.2033
-11.250,-1.2216,0.04595,0.03746,-0.0065,1.0000,0.2048
-11.000,-1.1894,0.04561,0.03742,-0.0075,1.0000,0.2087
-10.750,-1.1895,0.04512,0.03695,-0.0038,1.0000,0.2118
-10.500,-1.1694,0.04436,0.03597,-0.0044,0.9920,0.2172
-10.250,-1.1485,0.04332,0.03478,-0.0047,0.9830,0.2224
-10.000,-1.1049,0.04327,0.03489,-0.0081,0.9761,0.2282
-9.750,-1.0916,0.04244,0.03384,-0.0069,0.9666,0.2337
-9.500,-1.0710,0.04157,0.03290,-0.0066,0.9577,0.2390
-9.250,-1.0316,0.04145,0.03291,-0.0092,0.9508,0.2454
-9.000,-1.0243,0.04068,0.03194,-0.0065,0.9404,0.2509
-8.750,-0.9870,0.04008,0.03137,-0.0088,0.9339,0.2576
-8.500,-0.9682,0.03976,0.03110,-0.0076,0.9239,0.2631
-8.250,-0.9494,0.03910,0.03016,-0.0067,0.9161,0.2706
-8.000,-0.9253,0.03863,0.02984,-0.0065,0.9067,0.2762
-7.750,-0.8946,0.03832,0.02955,-0.0072,0.8987,0.2836
-7.500,-0.8846,0.03774,0.02867,-0.0045,0.8898,0.2905
-7.250,-0.8534,0.03740,0.02859,-0.0053,0.8808,0.2971
-7.000,-0.8190,0.03693,0.02803,-0.0066,0.8747,0.3063
-6.750,-0.8152,0.03652,0.02752,-0.0027,0.8632,0.3120
-6.500,-0.7790,0.03624,0.02741,-0.0042,0.8560,0.3203
-6.250,-0.7486,0.03564,0.02654,-0.0045,0.8510,0.3305
-6.000,-0.7406,0.03551,0.02661,-0.0014,0.8382,0.3360
-5.750,-0.7069,0.03511,0.02622,-0.0022,0.8318,0.3460
-5.500,-0.6630,0.03442,0.02552,-0.0048,0.8281,0.3568
-5.250,-0.6680,0.03458,0.02573,0.0006,0.8138,0.3623
-4.750,-0.5840,0.03332,0.02451,-0.0035,0.8055,0.3856
-4.500,-0.6017,0.03370,0.02482,0.0040,0.7899,0.3914
-4.250,-0.5589,0.03302,0.02421,0.0019,0.7857,0.4031
