Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-naca2424-il-500000
Airfoil,naca2424-il
Reynolds number,500000
Ncrit,9
Mach,0
Max Cl/Cd,55.005
Max Cl/Cd alpha,9.5
Url,http://airfoiltools.com/polar/csv?polar=xf-naca2424-il-500000

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-19.750,-1.0543,0.08077,0.07568,-0.0785,1.0000,0.0857
-19.500,-1.0587,0.07766,0.07248,-0.0791,1.0000,0.0867
-19.250,-1.0605,0.07506,0.06986,-0.0793,1.0000,0.0880
-19.000,-1.0641,0.07228,0.06709,-0.0796,1.0000,0.0894
-18.750,-1.0670,0.06957,0.06435,-0.0798,1.0000,0.0906
-18.500,-1.0709,0.06677,0.06151,-0.0800,1.0000,0.0919
-18.250,-1.0738,0.06413,0.05880,-0.0801,1.0000,0.0934
-18.000,-1.0762,0.06157,0.05614,-0.0801,1.0000,0.0945
-17.750,-1.0799,0.05916,0.05375,-0.0797,1.0000,0.0959
-17.500,-1.0848,0.05663,0.05120,-0.0793,1.0000,0.0972
-17.250,-1.0892,0.05419,0.04873,-0.0788,1.0000,0.0986
-17.000,-1.0917,0.05203,0.04652,-0.0781,1.0000,0.1001
-16.750,-1.0945,0.04992,0.04435,-0.0773,1.0000,0.1017
-16.500,-1.0977,0.04795,0.04231,-0.0762,1.0000,0.1029
-16.250,-1.1060,0.04574,0.04011,-0.0747,1.0000,0.1045
-16.000,-1.1128,0.04376,0.03812,-0.0731,1.0000,0.1058
-15.750,-1.1191,0.04195,0.03627,-0.0713,1.0000,0.1073
-15.500,-1.1115,0.04029,0.03457,-0.0714,0.9992,0.1091
-15.250,-1.0903,0.03872,0.03290,-0.0736,0.9972,0.1112
-15.000,-1.0775,0.03659,0.03079,-0.0755,0.9947,0.1136
-14.750,-1.0583,0.03499,0.02917,-0.0775,0.9926,0.1161
-14.500,-1.0375,0.03363,0.02776,-0.0792,0.9904,0.1188
-14.250,-1.0197,0.03224,0.02632,-0.0802,0.9870,0.1209
-14.000,-1.0035,0.03059,0.02469,-0.0815,0.9838,0.1239
-13.750,-0.9811,0.02938,0.02345,-0.0831,0.9815,0.1269
-13.500,-0.9532,0.02850,0.02250,-0.0851,0.9799,0.1300
-13.250,-0.9309,0.02716,0.02118,-0.0870,0.9784,0.1331
-13.000,-0.9188,0.02597,0.02000,-0.0862,0.9721,0.1364
-12.750,-0.8928,0.02513,0.01911,-0.0874,0.9690,0.1397
-12.500,-0.8686,0.02406,0.01804,-0.0889,0.9666,0.1434
-12.250,-0.8406,0.02313,0.01713,-0.0906,0.9649,0.1474
-12.000,-0.8245,0.02240,0.01635,-0.0896,0.9584,0.1507
-11.750,-0.8018,0.02151,0.01547,-0.0901,0.9544,0.1546
-11.500,-0.7749,0.02066,0.01464,-0.0913,0.9519,0.1590
-11.250,-0.7430,0.02005,0.01399,-0.0930,0.9502,0.1632
-11.000,-0.7279,0.01929,0.01325,-0.0918,0.9439,0.1671
-10.750,-0.7054,0.01859,0.01256,-0.0917,0.9393,0.1717
-10.500,-0.6748,0.01803,0.01196,-0.0928,0.9367,0.1761
-10.250,-0.6457,0.01725,0.01123,-0.0941,0.9344,0.1815
-10.000,-0.6108,0.01665,0.01062,-0.0962,0.9324,0.1868
-9.750,-0.5923,0.01629,0.01022,-0.0947,0.9234,0.1907
-9.500,-0.5613,0.01562,0.00960,-0.0962,0.9189,0.1964
-9.250,-0.5199,0.01516,0.00913,-0.0994,0.9158,0.2030
-9.000,-0.4941,0.01476,0.00872,-0.0995,0.9073,0.2081
-8.750,-0.4596,0.01433,0.00831,-0.1014,0.9004,0.2145
-8.500,-0.4106,0.01399,0.00792,-0.1060,0.8957,0.2212
-8.250,-0.3894,0.01364,0.00761,-0.1052,0.8849,0.2272
-8.000,-0.3473,0.01336,0.00729,-0.1084,0.8770,0.2342
-7.750,-0.3188,0.01308,0.00700,-0.1089,0.8669,0.2408
-7.500,-0.2942,0.01284,0.00675,-0.1086,0.8557,0.2472
-7.250,-0.2659,0.01269,0.00653,-0.1088,0.8454,0.2534
-7.000,-0.2493,0.01243,0.00629,-0.1068,0.8330,0.2599
-6.750,-0.2286,0.01227,0.00610,-0.1055,0.8218,0.2664
-6.500,-0.2086,0.01216,0.00592,-0.1040,0.8094,0.2726
-6.250,-0.1950,0.01197,0.00574,-0.1012,0.7972,0.2792
-6.000,-0.1762,0.01185,0.00557,-0.0994,0.7850,0.2862
-5.750,-0.1617,0.01177,0.00544,-0.0967,0.7730,0.2921
-5.250,-0.1343,0.01154,0.00517,-0.0909,0.7489,0.3062
-5.000,-0.1163,0.01148,0.00503,-0.0889,0.7376,0.3129
-4.750,-0.1077,0.01136,0.00495,-0.0849,0.7256,0.3199
-4.500,-0.0917,0.01133,0.00484,-0.0824,0.7143,0.3273
-4.250,-0.0810,0.01126,0.00476,-0.0788,0.7034,0.3338
-3.750,-0.0582,0.01116,0.00462,-0.0718,0.6818,0.3489
-3.500,-0.0462,0.01112,0.00454,-0.0685,0.6713,0.3567
-3.250,-0.0375,0.01106,0.00450,-0.0644,0.6614,0.3647
-3.000,-0.0266,0.01107,0.00446,-0.0607,0.6511,0.3722
-2.750,-0.0192,0.01102,0.00442,-0.0564,0.6418,0.3805
-2.500,-0.0158,0.01099,0.00439,-0.0511,0.6326,0.3885
-2.000,0.0000,0.01092,0.00431,-0.0426,0.6152,0.4059
-1.750,0.0106,0.01091,0.00427,-0.0388,0.6062,0.4154
-1.500,0.0222,0.01088,0.00424,-0.0353,0.5982,0.4257
-1.250,0.0334,0.01083,0.00423,-0.0317,0.5900,0.4365
