Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-naca1412-il-50000
Airfoil,naca1412-il
Reynolds number,50000
Ncrit,9
Mach,0
Max Cl/Cd,29.6174
Max Cl/Cd alpha,6.25
Url,http://airfoiltools.com/polar/csv?polar=xf-naca1412-il-50000

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-9.250,-0.4999,0.10753,0.09979,0.0051,1.0000,0.3523
-9.000,-0.6909,0.07418,0.06661,-0.0317,1.0000,0.1742
-8.750,-0.6907,0.06927,0.06166,-0.0318,1.0000,0.1732
-8.500,-0.6975,0.06418,0.05644,-0.0317,1.0000,0.1721
-8.250,-0.7049,0.05918,0.05122,-0.0312,1.0000,0.1713
-8.000,-0.7098,0.05444,0.04619,-0.0302,1.0000,0.1708
-7.750,-0.7107,0.05007,0.04144,-0.0288,1.0000,0.1707
-7.500,-0.7078,0.04611,0.03703,-0.0271,1.0000,0.1715
-7.250,-0.7024,0.04262,0.03295,-0.0251,1.0000,0.1738
-7.000,-0.6838,0.04055,0.03098,-0.0238,1.0000,0.1800
-6.750,-0.6704,0.03806,0.02813,-0.0221,1.0000,0.1863
-6.500,-0.6548,0.03551,0.02524,-0.0206,1.0000,0.1923
-6.250,-0.6361,0.03366,0.02326,-0.0191,1.0000,0.2018
-6.000,-0.6172,0.03198,0.02150,-0.0177,1.0000,0.2144
-5.750,-0.5978,0.03032,0.01975,-0.0162,1.0000,0.2293
-5.500,-0.5785,0.02889,0.01825,-0.0147,1.0000,0.2494
-5.250,-0.5588,0.02757,0.01702,-0.0132,1.0000,0.2734
-5.000,-0.5396,0.02640,0.01591,-0.0116,1.0000,0.3034
-4.750,-0.5204,0.02537,0.01507,-0.0098,1.0000,0.3381
-4.500,-0.5014,0.02442,0.01431,-0.0080,1.0000,0.3789
-4.250,-0.4824,0.02354,0.01370,-0.0060,1.0000,0.4236
-4.000,-0.4635,0.02277,0.01317,-0.0038,1.0000,0.4732
-3.750,-0.4449,0.02212,0.01279,-0.0015,1.0000,0.5271
-3.500,-0.4272,0.02162,0.01256,0.0013,1.0000,0.5829
-3.250,-0.4103,0.02127,0.01247,0.0047,1.0000,0.6404
-3.000,-0.3946,0.02104,0.01246,0.0085,1.0000,0.6995
-2.750,-0.3794,0.02097,0.01257,0.0129,1.0000,0.7594
-2.500,-0.3602,0.02114,0.01286,0.0170,1.0000,0.8207
-2.250,-0.3153,0.02173,0.01336,0.0168,1.0000,0.8888
-2.000,-0.1698,0.02270,0.01379,-0.0025,1.0000,0.9559
-1.750,-0.0265,0.02209,0.01272,-0.0252,1.0000,1.0000
-1.500,-0.0445,0.02156,0.01220,-0.0206,1.0000,1.0000
-1.250,-0.0644,0.02118,0.01180,-0.0153,1.0000,1.0000
-1.000,-0.0811,0.02094,0.01153,-0.0102,1.0000,1.0000
-0.750,-0.0901,0.02088,0.01139,-0.0060,1.0000,1.0000
-0.500,-0.0918,0.02098,0.01138,-0.0028,1.0000,1.0000
-0.250,-0.0875,0.02122,0.01151,-0.0005,1.0000,1.0000
0.000,-0.0791,0.02158,0.01176,0.0010,1.0000,1.0000
0.250,-0.0682,0.02203,0.01212,0.0021,1.0000,1.0000
0.500,-0.0558,0.02257,0.01258,0.0029,1.0000,1.0000
0.750,-0.0425,0.02320,0.01314,0.0034,1.0000,1.0000
1.000,0.0185,0.02438,0.01427,-0.0047,0.9836,1.0000
1.250,0.0758,0.02535,0.01522,-0.0119,0.9631,1.0000
1.500,0.1372,0.02626,0.01614,-0.0193,0.9438,1.0000
1.750,0.1837,0.02691,0.01683,-0.0238,0.9216,1.0000
2.000,0.2367,0.02747,0.01745,-0.0291,0.9003,1.0000
2.250,0.2965,0.02782,0.01790,-0.0350,0.8803,1.0000
2.500,0.3372,0.02818,0.01835,-0.0375,0.8573,1.0000
2.750,0.3910,0.02822,0.01852,-0.0415,0.8360,1.0000
3.000,0.4472,0.02791,0.01837,-0.0452,0.8159,1.0000
3.250,0.4775,0.02806,0.01861,-0.0448,0.7916,1.0000
3.500,0.5214,0.02763,0.01831,-0.0457,0.7694,1.0000
3.750,0.5547,0.02742,0.01819,-0.0449,0.7454,1.0000
4.000,0.5881,0.02707,0.01794,-0.0438,0.7208,1.0000
4.250,0.6162,0.02691,0.01784,-0.0419,0.6949,1.0000
4.500,0.6484,0.02644,0.01738,-0.0401,0.6691,1.0000
4.750,0.6714,0.02646,0.01745,-0.0376,0.6395,1.0000
5.000,0.6955,0.02641,0.01739,-0.0351,0.6088,1.0000
5.250,0.7194,0.02636,0.01730,-0.0326,0.5762,1.0000
5.500,0.7426,0.02638,0.01724,-0.0300,0.5417,1.0000
5.750,0.7660,0.02644,0.01713,-0.0274,0.5055,1.0000
6.000,0.7841,0.02688,0.01751,-0.0247,0.4655,1.0000
6.250,0.8050,0.02718,0.01753,-0.0221,0.4246,1.0000
6.500,0.8212,0.02783,0.01806,-0.0193,0.3812,1.0000
6.750,0.8381,0.02860,0.01856,-0.0167,0.3392,1.0000
7.000,0.8547,0.02959,0.01930,-0.0143,0.3001,1.0000
7.250,0.8727,0.03088,0.02031,-0.0124,0.2665,1.0000
7.500,0.8903,0.03247,0.02187,-0.0106,0.2386,1.0000
7.750,0.9114,0.03420,0.02338,-0.0093,0.2171,1.0000
8.000,0.9315,0.03624,0.02548,-0.0081,0.2012,1.0000
8.250,0.9527,0.03827,0.02751,-0.0070,0.1882,1.0000
8.500,0.9668,0.04062,0.03028,-0.0052,0.1783,1.0000
8.750,0.9870,0.04319,0.03289,-0.0043,0.1712,1.0000
9.000,0.9950,0.04637,0.03663,-0.0022,0.1667,1.0000
9.250,1.0073,0.04921,0.03971,-0.0007,0.1617,1.0000
9.500,1.0233,0.05216,0.04268,0.0002,0.1568,1.0000
9.750,1.0172,0.05608,0.04717,0.0029,0.1549,1.0000
10.000,1.0079,0.06045,0.05196,0.0051,0.1540,1.0000
10.250,0.9926,0.06524,0.05710,0.0071,0.1542,1.0000
10.500,0.9703,0.07043,0.06255,0.0087,0.1550,1.0000
10.750,0.9445,0.07571,0.06799,0.0100,0.1561,1.0000
11.000,0.9229,0.08150,0.07387,0.0099,0.1572,1.0000
11.250,0.7325,0.11804,0.11023,-0.0187,0.1995,1.0000
11.500,0.7469,0.12275,0.11499,-0.0186,0.2026,1.0000
